influence.1.1		influence.1.2		influence.1.3		influence.2.1		influence.2.2		influence.2.3		influence.3.1		influence.3.2		influence.3.3		
0.000000000000000000e+00 6.155749877457557424e-03 1.482847538721805470e-09 8.868930527570730860e-01 0.000000000000000000e+00 4.442873075679261707e-01 1.411175992684341510e-06 2.076995608137887362e-07 0.000000000000000000e+00
0.000000000000000000e+00 9.857535035743540675e-03 9.651702760045183466e-09 1.840620466309659919e+00 0.000000000000000000e+00 2.365723447470450935e+00 4.211956309009727627e-06 3.806755731219367718e-07 0.000000000000000000e+00
0.000000000000000000e+00 1.843243898104161187e-03 6.374337492789937848e-09 1.186236016398593440e+00 0.000000000000000000e+00 1.464265616647883128e+00 1.638502750567342504e-05 1.727355706606179306e-07 0.000000000000000000e+00
0.000000000000000000e+00 1.202112892957530460e-02 3.640002384249487469e-09 9.209271524684359278e-01 0.000000000000000000e+00 1.710139137466767156e+00 2.157798957318545966e-05 2.620313760664447448e-06 0.000000000000000000e+00
0.000000000000000000e+00 3.146945806737517018e-03 1.163406271312069615e-08 3.264468241114563796e+00 0.000000000000000000e+00 4.529643550787165296e+00 6.801750414863625891e-05 4.443832435240803785e-07 0.000000000000000000e+00
0.000000000000000000e+00 3.998832270661593739e-03 9.355290649428726800e-09 1.681032249192787820e+00 0.000000000000000000e+00 3.857836096004303439e+00 3.267133310449840423e-05 7.342929855818057239e-07 0.000000000000000000e+00
0.000000000000000000e+00 7.158182820455745790e-03 9.678180902245655206e-10 1.593372732375082146e+00 0.000000000000000000e+00 7.505879902176600948e-01 2.666448884373137453e-05 2.823250144745333796e-04 0.000000000000000000e+00
0.000000000000000000e+00 4.098360761778691019e-03 3.822095640454944147e-10 2.577753158189686644e+00 0.000000000000000000e+00 3.320719108429613375e-01 1.157143428585163788e-05 8.585838455654405850e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.238658863837010744e-03 2.534784819961930847e-09 4.205051596983874873e+00 0.000000000000000000e+00 2.950568095412572367e-01 5.273696808599121937e-06 5.325450907134299770e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.218075863540621730e-03 3.076571233455966550e-09 2.061833420418947682e+00 0.000000000000000000e+00 4.368796306227183956e-01 1.863997960778524240e-05 2.443394592553605675e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.070542926935186191e-04 1.381954034027943391e-08 1.707622718709528975e+00 0.000000000000000000e+00 1.728241505349216722e-01 4.376612909161058443e-05 2.335206868843593144e-04 0.000000000000000000e+00
0.000000000000000000e+00 6.786538337238111080e-04 8.505531750941520788e-09 1.435167939009998728e+00 0.000000000000000000e+00 7.756061247517422041e-02 5.398647575520338867e-06 1.154423590883110984e-04 0.000000000000000000e+00
0.000000000000000000e+00 5.973402860635931497e-03 2.489358823457200843e-09 1.113844967789423102e+00 0.000000000000000000e+00 9.587842608636862884e-01 1.077494067916204400e-05 1.076730997695764681e-03 0.000000000000000000e+00
0.000000000000000000e+00 6.406293844612507074e-03 2.124688092375335158e-09 2.646326865335579814e+00 0.000000000000000000e+00 2.372196923145467318e-01 2.511850310360166875e-06 9.493532809926394020e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.159003807237549446e-03 5.197687359604387528e-09 2.869090014216080675e+00 0.000000000000000000e+00 1.581315891708212351e-01 5.947577118634379852e-07 9.109549360215594971e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.094559710329123151e-02 1.305116838885716043e-08 1.792723937575186666e+00 0.000000000000000000e+00 2.044421585781403261e-01 6.331646111384226112e-08 1.829504792211900793e-02 0.000000000000000000e+00
0.000000000000000000e+00 6.730609500548088986e-02 1.188023351638198396e-08 1.827606323096835572e+00 0.000000000000000000e+00 2.736109863280409837e-01 7.869240294655635717e-08 1.253065782902721033e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.501022709696996560e-03 7.191506040976858463e-08 1.066385281772118443e+00 0.000000000000000000e+00 1.665710390454826273e+00 1.149411604445495538e-07 2.529611784375900702e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.448115610240233164e-03 2.113665345991366086e-09 1.157051845584350591e+00 0.000000000000000000e+00 5.542835817863400738e-01 1.166369210243791356e-07 3.752937798090603266e-02 0.000000000000000000e+00
0.000000000000000000e+00 6.641002235229777513e-03 1.805975664924997906e-09 1.287799183923813873e+00 0.000000000000000000e+00 3.428050602543623038e-01 1.519174664280332706e-05 3.037210680553538156e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.802122636139640105e-02 5.252111286738820303e-09 1.645482907661767191e+00 0.000000000000000000e+00 5.567148446835501821e-03 1.511221218637219546e-05 7.733231545564142606e-02 0.000000000000000000e+00
0.000000000000000000e+00 5.963337135290998070e-01 1.121832885200250636e-08 1.462335030372055034e+00 0.000000000000000000e+00 1.157533697307815308e-02 8.945631433521170422e-06 3.410858281796021185e-02 0.000000000000000000e+00
0.000000000000000000e+00 9.576987064504920433e-01 4.789949037725674197e-09 1.714106069745418903e+00 0.000000000000000000e+00 1.311364043730989942e-02 4.247814083550434622e-05 5.877835444663669258e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.049926003214687598e-01 3.214093168565087589e-09 2.303567894226881574e+00 0.000000000000000000e+00 1.344660392113737439e-02 7.595544098312250944e-05 3.655724178490746008e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.022436674165887793e-01 1.614664866762892972e-08 2.089642378500050912e-01 0.000000000000000000e+00 2.460271330082937358e-02 4.076851789758779250e-04 8.361836248674587094e-03 0.000000000000000000e+00
0.000000000000000000e+00 9.391774261533662738e-02 3.521643769766922809e-08 1.012984080187012692e-01 0.000000000000000000e+00 2.357304616060561936e-02 3.818254733342648743e-04 1.870619488489243948e-02 0.000000000000000000e+00
0.000000000000000000e+00 9.749502080170979745e-02 2.416001322445166093e-08 1.207261343234822676e-01 0.000000000000000000e+00 2.545093044846847771e-02 7.225625902198889658e-04 3.028570290494612682e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.547849575187026622e-02 1.874039598745484141e-08 2.241130699219767708e-01 0.000000000000000000e+00 3.006557440435285097e-02 8.963078488076274249e-04 6.602629667691529286e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.172058486329049229e-02 2.145823874100370391e-07 5.891282726848592194e-02 0.000000000000000000e+00 4.008708345597130490e-02 6.912784294345366816e-04 7.625158518238149379e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.143995763459739606e-02 1.454221283158591729e-07 1.255449550181244600e-01 0.000000000000000000e+00 9.060881649980218056e-02 1.207673850375180248e-03 7.157111959229816960e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.170810191417718516e-03 1.250532614112440204e-07 1.509917634285002919e-01 0.000000000000000000e+00 3.716819977908428912e-02 3.107255777286451956e-03 2.264149239158261273e-02 0.000000000000000000e+00
0.000000000000000000e+00 4.433205162879446000e-03 1.243678385548844400e-09 1.133759686663664334e+00 0.000000000000000000e+00 5.426036622092469258e-02 1.291015408276292289e-03 3.793406662045416267e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.237214442027838333e-03 1.650031205268688973e-09 1.705198771814853131e-01 0.000000000000000000e+00 4.198665354633871610e-02 2.434085632789287443e-03 5.904695796554060988e-02 0.000000000000000000e+00
0.000000000000000000e+00 3.401999741553945154e-03 1.429903868708022845e-10 6.254028594720428824e-01 0.000000000000000000e+00 1.888368281621191289e-02 5.183745391020884094e-03 1.516915335662232488e-02 0.000000000000000000e+00
0.000000000000000000e+00 8.585146128021887675e-04 1.846097608503468266e-10 4.864578863724660085e-01 0.000000000000000000e+00 3.483325865790645130e-03 1.710108433879511253e-02 4.251687041613447932e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.188025023377085529e-03 1.168158484173635401e-10 1.362318697813053703e+00 0.000000000000000000e+00 1.285825579917439752e-02 2.207085790408209319e-02 7.348165199168942008e-02 0.000000000000000000e+00
0.000000000000000000e+00 9.488394649407397036e-04 4.531348256288740806e-11 1.116709586722937492e-01 0.000000000000000000e+00 5.681776603399352893e-02 2.635202416768354580e-02 1.498160854107994933e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.280846571280429690e-04 2.707361279470249846e-12 6.637906162848791758e-02 0.000000000000000000e+00 2.091538073909177675e-01 1.193766427019362850e-02 1.202236860451622175e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.504158056817211711e-04 1.228872531489656640e-12 6.377504684904182486e-02 0.000000000000000000e+00 4.254666383492828885e+00 1.636331892212165157e-02 1.044050358248383714e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.036951815839161004e-02 2.352185681665486630e-12 4.911616740648108020e-02 0.000000000000000000e+00 5.826298578115835625e+00 1.989216690134073748e-02 2.281165569010851768e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.887040566901880934e-02 7.093470039104415032e-13 7.787507532505134888e-02 0.000000000000000000e+00 4.920603422132371563e+00 5.477099315034608673e-03 8.006590314414172016e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.013845866506569493e-02 1.414127466398226368e-13 6.565631417344122700e-02 0.000000000000000000e+00 3.754212344162278114e+00 5.360984332191493125e-03 1.623058685408270696e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.638077912136616215e-03 2.925035079308751003e-13 6.472599495559709648e-02 0.000000000000000000e+00 2.928508665171223324e+00 1.261128484385571182e-03 4.515146076507828288e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.829030210778720259e-04 2.812821011825830638e-13 6.746399484492021648e-02 0.000000000000000000e+00 1.840313264586892927e+00 6.802723920334122383e-04 3.479342772530298888e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.569016831774314635e-05 3.161010351000228249e-13 1.273824201046314109e-01 0.000000000000000000e+00 2.223813513220398441e+00 6.474985072223670129e-04 3.569082048070371105e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.461112046666157517e-05 8.421093925967717650e-11 1.596438362138853095e-01 0.000000000000000000e+00 2.301217858263493898e+00 3.843542890320458013e-04 3.422787121090946072e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.980378931586961252e-05 1.503808223428659743e-10 1.274560034310869283e-01 0.000000000000000000e+00 2.979191079102379902e+00 2.000378511943546288e-03 4.029232483126528042e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.289096886711454417e-04 1.771604170183773040e-10 1.336512579814032931e+00 0.000000000000000000e+00 2.011541098222651591e+00 6.179146770887994009e-03 1.817460008962126450e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.649671620105941900e-05 3.327133270501646221e-10 1.221458314778967713e+00 0.000000000000000000e+00 1.577683685695477678e+00 2.436844536157731222e-02 4.801125739633978817e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.309103877121549348e-05 6.547281843712546943e-10 8.399577888338920495e-01 0.000000000000000000e+00 1.758659886697030217e+00 4.711963819903362827e-02 9.024663490760997941e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.457797031998302793e-05 4.297649442980362590e-10 7.485055815274087587e-01 0.000000000000000000e+00 3.321028416505523051e+00 2.431834624760180821e-02 1.206888260036272476e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.818017820145442874e-06 6.370841880989299994e-11 1.430976439676886258e+00 0.000000000000000000e+00 1.771860723015478145e+00 2.937321884279079504e-02 5.572748423231313475e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.480473055257673687e-05 7.512400419176328380e-11 2.550547653782588853e-01 0.000000000000000000e+00 2.462392398738738830e+00 7.170013635545161241e-04 1.246494067761115127e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.468661217974043071e-06 3.747837098423687465e-10 2.494613713801043242e-01 0.000000000000000000e+00 3.178891235871741383e-01 1.521175838654715813e-03 9.668687115228295770e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.476505762572342396e-06 2.150128577045644806e-10 3.136414334361288248e-01 0.000000000000000000e+00 3.828403482156236132e-02 8.911454010579890990e-04 1.364423534777878533e-01 0.000000000000000000e+00
0.000000000000000000e+00 7.962149118883961943e-07 2.202315140842941828e-10 4.033729542434034282e-02 0.000000000000000000e+00 3.919253490531989306e-03 3.964966134797510283e-04 1.821190690553970704e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.408450294083566711e-05 4.268133996407397392e-10 5.903217139569025274e-02 0.000000000000000000e+00 3.274651403568236939e-03 9.994308317036615797e-05 9.835140372865295300e-01 0.000000000000000000e+00
0.000000000000000000e+00 6.360400107534043032e-06 2.513335731634773724e-09 3.776339604740309303e-02 0.000000000000000000e+00 7.274236422103184767e-03 3.290756179090587345e-04 9.106263971462358331e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.370795091474827135e-06 2.274822879832594171e-10 2.281429007161037831e-02 0.000000000000000000e+00 9.370177209631898145e-04 3.898887698548237886e-04 4.258126009895503716e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.410354414690522273e-07 9.268174666187733965e-11 7.947586066206316011e-03 0.000000000000000000e+00 2.380383817464042789e-02 4.284692719424436683e-04 7.227073810523111375e-01 0.000000000000000000e+00
0.000000000000000000e+00 6.202932069767011057e-08 2.552654509198825222e-10 5.830469172893574907e-03 0.000000000000000000e+00 8.707455856069375166e-02 3.797545306299197746e-04 9.321595473432866541e-01 0.000000000000000000e+00
0.000000000000000000e+00 7.482707269488160552e-08 3.609524350409817021e-11 3.471192198750382586e-03 0.000000000000000000e+00 1.284786092430368232e+00 7.263513433279895990e-04 6.102513151159051352e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.189680413191729641e-08 2.248153291599021975e-10 4.091747435544857737e-03 0.000000000000000000e+00 1.196595519777450933e+00 3.188621679530782003e-04 2.359311854631110705e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.524341278409503081e-08 9.058684004835125063e-10 4.704615202047883298e-03 0.000000000000000000e+00 5.992655954974751564e-01 8.463922067959098877e-05 3.070782102896795429e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.758040857640009602e-06 4.344257131369667459e-09 1.658763242654299379e-03 0.000000000000000000e+00 2.601301618415550188e-01 1.029698991906140808e-04 2.356041417682892547e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.844650638102020043e-06 3.069380851124343040e-09 1.009858936351226569e-04 0.000000000000000000e+00 4.783360026132567611e-01 2.357091125116587515e-04 1.011043104840945311e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.154935380422513155e-06 2.560175658944033478e-09 1.134731615367296706e-05 0.000000000000000000e+00 2.501745683864636804e-01 2.681262567641218330e-04 3.889907732121812567e-02 0.000000000000000000e+00
0.000000000000000000e+00 5.594609144560192763e-06 2.609493753434723779e-09 9.898475383641039967e-07 0.000000000000000000e+00 2.807073108624731916e-01 2.292398596167431355e-04 2.145145675279977807e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.106732255188478528e-06 3.309548781922368360e-08 9.335977293635979613e-07 0.000000000000000000e+00 1.332039129112344567e-01 3.676695456600799792e-05 4.215429396856060738e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.164056602567937197e-06 2.243565368827624376e-08 8.962250868285452232e-07 0.000000000000000000e+00 3.969536306042611984e-02 3.540541691074415868e-05 3.542041712439303845e-03 0.000000000000000000e+00
0.000000000000000000e+00 6.797293480410143708e-06 1.191825405000656814e-08 4.573905398217821982e-06 0.000000000000000000e+00 1.627059380393058169e-02 1.722500697258797051e-04 1.756825917268901513e-02 0.000000000000000000e+00
