influence.1.1		influence.1.2		influence.1.3		influence.2.1		influence.2.2		influence.2.3		influence.3.1		influence.3.2		influence.3.3		
0.000000000000000000e+00 6.920243863668878854e-06 4.496660879509910558e-01 9.684540133788296278e-07 0.000000000000000000e+00 1.555243917217320575e-02 9.871025512494155025e-06 1.599526374824442598e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.939809236844285430e-06 3.230422133564256337e-01 8.116402819592033970e-07 0.000000000000000000e+00 4.697456432530085560e-03 1.979708286553583785e-05 6.617232787484442547e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.599944117658936880e-06 1.051439572662167921e+00 1.210234892187346763e-06 0.000000000000000000e+00 3.025068471481970767e-03 2.093950800948443482e-05 9.283121352177143848e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.225030266992543560e-06 2.721134564846131032e-01 9.095449319998897543e-08 0.000000000000000000e+00 2.213072362087639341e-02 1.826133623649423072e-05 1.141841526301556886e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.840915019765921129e-06 6.151877976072717136e-01 3.046498169856789901e-10 0.000000000000000000e+00 3.184069746506936749e-01 1.538762801325886908e-05 1.291370187678082260e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.727808569140307545e-06 6.484537868534678839e-01 4.190203408885517596e-11 0.000000000000000000e+00 5.558241796160835052e-02 6.491483616639617752e-06 1.042468481007955035e-02 0.000000000000000000e+00
0.000000000000000000e+00 5.029419736571843896e-06 9.967856015642059253e-01 1.203753055145938189e-12 0.000000000000000000e+00 5.643417210547137242e-02 4.004057270091924297e-05 3.548343413268439245e-03 0.000000000000000000e+00
0.000000000000000000e+00 5.350146435017164083e-06 1.201176033477955762e+00 3.242154086461190610e-13 0.000000000000000000e+00 5.526511300833731877e-01 1.972824104689994401e-05 5.286304668084394580e-03 0.000000000000000000e+00
0.000000000000000000e+00 5.368426954077325080e-06 4.340485202400248266e-01 1.402569320686376864e-13 0.000000000000000000e+00 7.696561759065440045e-02 9.735037781964165607e-05 9.067889622628040255e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.030829568661652967e-06 1.424303049122168097e-01 1.280070433214231427e-11 0.000000000000000000e+00 1.394323909758121149e-01 1.208552164873780670e-04 6.000360024553085848e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.852789911258383381e-06 1.912909648597278106e-02 1.428660802909864673e-11 0.000000000000000000e+00 2.722300255736682661e-01 3.092829248667091214e-04 8.252827586274894857e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.643290026289703341e-05 1.102110324686798593e-01 1.968609075024893513e-11 0.000000000000000000e+00 1.671277636115835463e-01 6.268656361504353850e-04 1.979980103228470801e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.245587114246736331e-05 3.787527869874484504e-02 2.129251164081952210e-11 0.000000000000000000e+00 2.756224443845351358e-03 1.827766056741419976e-04 1.505703926294963693e-04 0.000000000000000000e+00
0.000000000000000000e+00 3.037315961883284244e-05 3.415356874817129795e-02 1.112793785231104884e-11 0.000000000000000000e+00 5.160765074836884403e-03 1.354517117582299381e-04 3.616793300892253262e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.299075694499145109e-04 2.375724004775489964e-02 1.910771841346278102e-10 0.000000000000000000e+00 4.345158351058461821e-03 1.053704341099965012e-04 4.289973911017531689e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.125495066514979055e-04 1.715070921523768055e-01 1.039757159251978840e-10 0.000000000000000000e+00 6.305012501288606575e-03 1.958938640207536690e-04 2.759960618851337684e-04 0.000000000000000000e+00
0.000000000000000000e+00 7.252970482347605510e-05 2.050904604326505010e-01 5.636670046517916004e-11 0.000000000000000000e+00 3.950094075585998637e-04 1.181056840760225752e-04 3.166960723257761104e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.905972604934863471e-06 1.470095223094368964e-01 2.869630195746685390e-11 0.000000000000000000e+00 2.791821851730248607e-04 6.845279911172091046e-07 1.094804750552970770e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.243732656209953303e-06 1.802734281165473962e-01 2.296134042663069431e-11 0.000000000000000000e+00 7.773873265726461660e-05 4.211159420489960369e-07 8.571170133634559987e-05 0.000000000000000000e+00
0.000000000000000000e+00 1.324339610198312092e-07 8.296510394861757176e-02 7.142785363462079886e-11 0.000000000000000000e+00 1.601684536927436270e-05 2.398455400522306337e-07 4.505508552743291568e-05 0.000000000000000000e+00
0.000000000000000000e+00 4.646977909875263738e-08 1.017739416574852812e-01 6.047561407885867777e-11 0.000000000000000000e+00 4.983777014531724387e-07 1.463011771108888668e-06 9.069083585005463764e-07 0.000000000000000000e+00
0.000000000000000000e+00 3.771081910732878671e-08 1.685715417008182282e-01 2.025997462141668953e-11 0.000000000000000000e+00 2.090515395855193930e-07 1.014051162767790511e-06 7.734035008042554007e-06 0.000000000000000000e+00
0.000000000000000000e+00 2.361543840498822086e-08 9.964773194222028563e-01 3.388160684874643894e-11 0.000000000000000000e+00 3.208542859871642753e-07 2.300485673828957107e-06 5.434710450049971803e-06 0.000000000000000000e+00
0.000000000000000000e+00 2.222457813427664902e-08 7.368426448624930680e-01 1.161873851907606585e-11 0.000000000000000000e+00 7.852839129030698985e-07 2.448801451097301249e-06 6.707555203357043208e-06 0.000000000000000000e+00
0.000000000000000000e+00 8.787689723432593111e-08 8.736425589241526568e-01 1.442520808339924786e-11 0.000000000000000000e+00 5.744932805743816355e-08 8.995389169195310849e-07 9.748830954650733569e-05 0.000000000000000000e+00
0.000000000000000000e+00 3.761806734125682323e-07 1.754661923856027261e+00 1.504087739743045687e-11 0.000000000000000000e+00 2.436339739323937292e-07 3.320162013494221433e-06 9.140626563000686709e-05 0.000000000000000000e+00
0.000000000000000000e+00 3.647202374645737525e-05 1.247557613371737817e-01 6.753256131380376904e-12 0.000000000000000000e+00 1.519243479378467037e-07 3.491229772904666897e-06 1.308921718790513763e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.074114508276581152e-04 3.087131319474778479e-02 3.947690978116896390e-11 0.000000000000000000e+00 4.794742738343738085e-07 1.110112703914140267e-05 1.927882490147975495e-04 0.000000000000000000e+00
0.000000000000000000e+00 3.760716505022220190e-05 4.318183618048300754e-01 5.640849996547299879e-11 0.000000000000000000e+00 3.408572600889850559e-07 4.993278639324322379e-06 2.926981935683989214e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.465669609654594322e-05 2.475918844895367843e-01 5.924019204094214591e-11 0.000000000000000000e+00 1.504800293886517261e-06 1.618405433944761058e-05 1.510538015221339018e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.856932961059716399e-06 2.030540551565024887e-01 2.191589880082647749e-11 0.000000000000000000e+00 2.798580252250514359e-06 4.368490625583223644e-06 4.633258490395224770e-03 0.000000000000000000e+00
0.000000000000000000e+00 7.295131598796032138e-07 1.185624552629627459e-01 6.140172740347586266e-11 0.000000000000000000e+00 6.605788473088064678e-05 3.790191509541580745e-06 1.645284472661710448e-03 0.000000000000000000e+00
0.000000000000000000e+00 9.481842857185821382e-07 1.112616937175476134e-01 1.001242575319107841e-10 0.000000000000000000e+00 3.420811635221417298e-04 1.507343964464014789e-06 2.992091728147593110e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.396735546266124294e-06 3.570827414211217854e-01 2.951724110629076003e-12 0.000000000000000000e+00 1.535884615221926952e-03 2.910195368869161927e-06 1.318455007137248102e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.562727675423278625e-07 1.753921904984033497e-01 8.391521905457797679e-11 0.000000000000000000e+00 5.887546611218089174e-04 1.389914107324749737e-06 3.627880045584320925e-04 0.000000000000000000e+00
0.000000000000000000e+00 8.619432729569232018e-07 6.587206249045108875e-01 1.325265431889322538e-11 0.000000000000000000e+00 1.646499088702775863e-03 4.031674479341079142e-06 9.341746292876562359e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.116602562470109337e-07 5.682972842427271853e-01 2.344132678554313382e-11 0.000000000000000000e+00 1.662713142660091547e-03 2.954015916928106258e-05 1.334881252377364234e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.074969934318535505e-07 8.017678254292948115e-02 1.583698335299566261e-11 0.000000000000000000e+00 3.070957862207255272e-03 2.295557977528476070e-05 2.882023295320620005e-03 0.000000000000000000e+00
0.000000000000000000e+00 5.297664348592390029e-07 5.699325083128260055e-02 1.209516470716387595e-10 0.000000000000000000e+00 9.181495489944626123e-03 1.007343454127166530e-05 4.255291961711130458e-03 0.000000000000000000e+00
0.000000000000000000e+00 9.870721184849551151e-06 1.507321039094529636e-01 6.512643291787076342e-11 0.000000000000000000e+00 1.143372146633970209e-02 9.124963864200321683e-06 1.191353535429124852e-02 0.000000000000000000e+00
0.000000000000000000e+00 8.078915377484846412e-08 8.202496203972965694e-02 1.022936902145305590e-10 0.000000000000000000e+00 2.636170016705313528e-03 6.200128315997639271e-06 3.759062008649366460e-03 0.000000000000000000e+00
0.000000000000000000e+00 8.727439110023342551e-08 1.466343234869403322e-01 4.794499624170344279e-09 0.000000000000000000e+00 4.470336381933309733e-03 5.807321581102903183e-06 1.561549119693849408e-01 0.000000000000000000e+00
0.000000000000000000e+00 9.067902743816829691e-08 3.930131796374468078e-01 1.192162609601227682e-07 0.000000000000000000e+00 7.282843200582174784e-03 3.687840891961293744e-06 4.956422522384393986e-02 0.000000000000000000e+00
0.000000000000000000e+00 9.935974367487084561e-08 3.282560986028323913e-02 5.435655908634154975e-07 0.000000000000000000e+00 8.732122261542544714e-03 5.347889057199872333e-06 3.016218785409646372e-02 0.000000000000000000e+00
0.000000000000000000e+00 3.264951483417883760e-07 3.702602032624503076e-02 1.854781164906102990e-06 0.000000000000000000e+00 4.358300539754906416e-02 1.056290831503597847e-05 4.109804315384213425e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.433141389435956579e-07 5.899579911542615074e-01 6.249883845029791237e-07 0.000000000000000000e+00 7.610715934188601144e-03 7.339780714401778789e-06 2.217903556907531177e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.610417341583644554e-07 4.789846001032982414e-01 2.319269113062224787e-06 0.000000000000000000e+00 6.078069939088093275e-04 6.026891276136512873e-06 3.563626280051637729e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.999241777998944959e-07 4.749074998947382942e-01 3.701766712234822756e-06 0.000000000000000000e+00 1.071432010045688006e-03 3.239778691505431104e-06 4.047217606089290737e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.579505006455381512e-07 3.417744383881594072e-01 7.746180253138565161e-06 0.000000000000000000e+00 6.170447687264468337e-03 2.246646598005703984e-06 7.093400704620961283e-02 0.000000000000000000e+00
0.000000000000000000e+00 3.484422293629427135e-07 5.208024365326909821e-01 1.119810195637018081e-05 0.000000000000000000e+00 4.433351685909982763e-03 4.471105883646644976e-06 4.399928441034189203e-03 0.000000000000000000e+00
0.000000000000000000e+00 6.671876122452142388e-07 1.083028715666911168e+00 8.215368064066468716e-06 0.000000000000000000e+00 3.294478496929473255e-03 5.819604607186612822e-06 2.850495351651012761e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.746252671475763859e-07 1.111538864246821579e+00 3.281205666219498463e-06 0.000000000000000000e+00 1.620100968484851529e-03 2.587772345567922436e-06 3.107956543944640892e-03 0.000000000000000000e+00
0.000000000000000000e+00 8.321006291160045752e-08 6.948107276686513178e-02 3.454253069638326166e-06 0.000000000000000000e+00 1.361828940728264804e-04 4.529684171934442072e-07 4.983358197623455159e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.824358940470383150e-08 6.591565279838081277e-03 1.504095746095824152e-05 0.000000000000000000e+00 9.941642627755037940e-05 1.679788771148531698e-06 5.154193470549461864e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.078476432382569989e-08 4.646987205890001915e-02 8.053071520617071180e-06 0.000000000000000000e+00 9.958073626091491163e-05 3.882208517474013137e-07 3.858888384750747830e-02 0.000000000000000000e+00
0.000000000000000000e+00 9.321607281575731000e-09 2.775957340557806338e-02 2.380499711595572819e-06 0.000000000000000000e+00 8.308687914225705053e-05 4.793589459710228578e-07 3.483086356553583007e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.284089425252231296e-09 7.389871315722566780e-02 1.848724295429120565e-06 0.000000000000000000e+00 9.292018535717692517e-05 2.178669045060504083e-07 1.101545544360521989e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.972539790213388852e-07 4.545558952605704417e-01 1.694383105107338648e-05 0.000000000000000000e+00 1.371676027944383573e-04 1.822556512716105300e-07 8.304545033668784271e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.344604996666498672e-06 2.255137161225176934e-01 1.668792760499156525e-05 0.000000000000000000e+00 1.305972338131790604e-04 6.485307859304650439e-07 5.429156857843546735e-01 0.000000000000000000e+00
0.000000000000000000e+00 7.444403679869847291e-07 3.727064665894976314e-01 2.621081040510234381e-05 0.000000000000000000e+00 2.911658043283489348e-05 6.459384640324693263e-07 3.255811687946725264e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.119742532114736539e-06 1.591203512425236888e-01 1.847087786341498463e-05 0.000000000000000000e+00 7.573592740465975729e-04 1.974550164688342352e-06 1.319553230311389970e-02 0.000000000000000000e+00
0.000000000000000000e+00 6.852149263275427676e-06 1.262136686884577641e-01 2.806359729400564955e-05 0.000000000000000000e+00 2.325955888731310109e-03 2.191230052560117521e-06 5.333920511214158833e-02 0.000000000000000000e+00
0.000000000000000000e+00 9.506469383570303005e-06 1.237181996156020737e-02 6.313787241466577296e-06 0.000000000000000000e+00 4.169834351988008052e-03 5.426141611999951917e-06 3.282358663112453639e-02 0.000000000000000000e+00
0.000000000000000000e+00 9.717725300742185537e-06 2.370340801406454947e-03 1.415586793359488299e-06 0.000000000000000000e+00 3.247177883498411979e-03 2.242890787332466409e-04 2.661148517507821651e-02 0.000000000000000000e+00
0.000000000000000000e+00 7.263711266346799440e-06 1.637498927995841407e-05 1.924720578068658916e-05 0.000000000000000000e+00 5.995318490214609705e-03 5.752957723323020352e-04 8.257838427042044072e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.430140572434389495e-06 2.394155511745408606e-04 6.303178857750697773e-05 0.000000000000000000e+00 1.759309640414422060e-02 4.664566031611558079e-04 1.287721582939184706e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.431159529167123621e-06 6.336696806123876370e-04 4.160046523922177595e-05 0.000000000000000000e+00 2.740802471096373538e-02 1.441498255513039045e-04 6.628504090112243008e-02 0.000000000000000000e+00
0.000000000000000000e+00 4.677087702393440176e-06 1.979211242319187103e-03 1.545564918471762028e-05 0.000000000000000000e+00 1.075024231073656855e-02 4.914829298944414586e-05 9.257731192653077812e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.954842178493409198e-06 1.802998589404361789e-03 1.429367872576793601e-05 0.000000000000000000e+00 1.141061047291917069e-02 6.670159707377328691e-05 5.856008618063947291e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.264536299718907979e-06 7.764980250053102459e-04 7.350285439701528749e-06 0.000000000000000000e+00 3.700596792912870785e-03 3.961241179563978814e-04 2.530126608269007635e-02 0.000000000000000000e+00
0.000000000000000000e+00 4.026850398022235671e-06 8.155819454404036016e-04 1.309408139205775321e-06 0.000000000000000000e+00 1.236749174881579798e-03 6.136736689697917975e-03 2.340750818690423909e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.838382705170863011e-07 9.135132731809478268e-04 1.260764530588733998e-06 0.000000000000000000e+00 1.257669979974804751e-03 8.727208731535877201e-03 1.524823536664376110e-02 0.000000000000000000e+00
0.000000000000000000e+00 8.184616907534500809e-05 5.023977069583282712e-04 1.512886406539237455e-06 0.000000000000000000e+00 6.775169477076568132e-05 1.936787939206720136e-03 1.452196637968343473e-02 0.000000000000000000e+00
0.000000000000000000e+00 6.724819442643268058e-05 3.079293177033840261e-04 2.010642067028393911e-06 0.000000000000000000e+00 1.172474464896592071e-04 3.136712781339276099e-03 9.874688043705896062e-03 0.000000000000000000e+00
0.000000000000000000e+00 4.167322232093137105e-05 1.178085735557864367e-04 1.860473356721925050e-06 0.000000000000000000e+00 5.426033443065519934e-02 8.772746641822059144e-04 2.670530495167891885e-02 0.000000000000000000e+00
0.000000000000000000e+00 4.289886413570816127e-05 3.345431780974858949e-04 4.112943932048534092e-07 0.000000000000000000e+00 6.513246650515835956e-02 6.313828440243008560e-04 8.132313199884265431e-02 0.000000000000000000e+00
0.000000000000000000e+00 4.333688004127803686e-05 1.642554909003437471e-03 7.930676621296134940e-07 0.000000000000000000e+00 2.211336047052744336e-01 1.985055913189241077e-04 3.340084896149252830e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.385388374556062934e-05 8.431703109091040916e-04 9.696710842347186943e-07 0.000000000000000000e+00 6.613702697284166987e-03 1.275558473346869066e-04 3.989657797193287003e-02 0.000000000000000000e+00
0.000000000000000000e+00 8.293813307494980682e-05 1.597711178506065755e-02 1.043119429972500423e-06 0.000000000000000000e+00 4.583866486233851602e-03 6.335679896741672982e-05 4.368923990801069912e-02 0.000000000000000000e+00
0.000000000000000000e+00 4.906882143209675235e-05 3.746572452596025338e-02 9.279942789964882308e-06 0.000000000000000000e+00 2.399354883207694290e-03 2.795758222232405012e-05 3.309765103800602071e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.381921085668210866e-04 2.729138097711699198e-02 4.392814190158898846e-06 0.000000000000000000e+00 4.092618728639176571e-04 1.157784453555522566e-05 4.532625106980024861e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.473350082995507738e-04 1.568590737291606155e-02 5.169500076799126536e-06 0.000000000000000000e+00 1.411264763572182823e-04 4.809630042178080209e-06 7.167441463370251113e-03 0.000000000000000000e+00
0.000000000000000000e+00 4.136337555211410397e-04 2.513230929826153204e-02 6.633120907765489928e-08 0.000000000000000000e+00 1.102840788227962750e-04 2.697945756753712362e-05 7.166103436834774139e-03 0.000000000000000000e+00
0.000000000000000000e+00 7.996384587955132758e-04 4.135628736919897200e-03 5.444327249980445025e-08 0.000000000000000000e+00 6.416028665878827390e-04 1.182359113422719032e-05 7.267482834308156871e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.835899864000892960e-03 4.052075035206799424e-04 1.549723417536969632e-08 0.000000000000000000e+00 1.234067152973109590e-03 7.839178025280198986e-06 4.489100018901773692e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.545687165125404468e-03 3.736237668230558561e-04 1.404441275314096189e-07 0.000000000000000000e+00 7.651724035130447535e-04 8.192064485274913556e-06 5.106990683108995639e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.763148797458141594e-03 8.283773264432640632e-04 2.353748335334081241e-07 0.000000000000000000e+00 1.817301637883844603e-03 9.879285125823074457e-08 1.069101814393390217e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.262620442171983378e-03 5.559798398830813337e-04 1.559486538304694836e-07 0.000000000000000000e+00 2.894633012901344678e-03 2.513116954302844781e-08 1.304080068190428343e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.601759463762331885e-04 1.903360786473380878e-04 2.417237444172238119e-08 0.000000000000000000e+00 1.848011382488827861e-02 4.024660748040599244e-08 7.298052581537962935e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.838897609783614305e-04 1.445191873192772829e-03 3.019155511226248812e-08 0.000000000000000000e+00 2.705083929202886303e-02 1.274571028411617091e-08 4.665382165016167954e-02 0.000000000000000000e+00
0.000000000000000000e+00 7.094577147482992313e-03 1.009345490793519574e-03 3.995416096244982011e-09 0.000000000000000000e+00 2.311774818344405555e-02 8.981474439140603529e-09 8.225814666712658041e-02 0.000000000000000000e+00
0.000000000000000000e+00 4.770496727247042906e-03 3.911461515598002418e-03 3.928969298277510312e-08 0.000000000000000000e+00 8.428830442433822871e-04 4.945588374277591716e-09 8.668739412646767062e-02 0.000000000000000000e+00
0.000000000000000000e+00 9.925864432310132525e-04 4.813036053124731747e-03 1.001925901799997531e-07 0.000000000000000000e+00 3.434532044004733140e-03 5.869236875081464186e-09 1.466312110928851276e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.701494170844784139e-03 7.952224976620811923e-04 6.732124772421736182e-07 0.000000000000000000e+00 4.110235136662553079e-03 5.698562801154673907e-10 1.785978914602004697e-01 0.000000000000000000e+00
0.000000000000000000e+00 6.574272702635862616e-03 7.448675190697330193e-04 7.265589377252873906e-07 0.000000000000000000e+00 1.167295958968852208e-02 1.053784692292106993e-09 5.492310954064196782e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.197656456582305060e-03 3.599082581386706114e-03 1.156328315514049851e-06 0.000000000000000000e+00 5.726044491761555361e-02 1.362742076107157707e-09 1.747163802240878361e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.390986751782368218e-03 7.888437660223207581e-03 1.317271709898923080e-06 0.000000000000000000e+00 9.281011282802473228e-02 1.835837462464001264e-10 5.156982759963181229e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.595274875075438930e-04 1.359009549062903215e-02 3.579076970559362729e-07 0.000000000000000000e+00 1.652996853954447343e-01 2.533308360341282672e-10 3.677279743715950455e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.408074175155811720e-04 1.143543926438241910e-02 2.655596934940340328e-07 0.000000000000000000e+00 4.229623029306308485e-02 2.921486655738032151e-10 2.473516225136684066e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.031436876866222586e-04 2.569295970910955886e-03 3.934827358458243589e-07 0.000000000000000000e+00 2.683653990306833492e-02 2.453429456367590763e-10 1.826445565681348859e-01 0.000000000000000000e+00
0.000000000000000000e+00 6.393415073619318489e-04 7.019455110258684743e-04 8.159550267559935994e-08 0.000000000000000000e+00 3.136955602782030839e-02 3.282116120124376137e-10 4.379438967160340646e-01 0.000000000000000000e+00
0.000000000000000000e+00 6.122763324572828717e-04 5.087411630058866208e-03 1.085082795337080031e-08 0.000000000000000000e+00 1.373076717048390682e-01 2.748053374917030866e-10 5.923639371491005133e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.794090780895010597e-04 2.153434465141095423e-03 8.192537571681992006e-09 0.000000000000000000e+00 2.306736835733083080e-01 2.000469165253968977e-09 1.042720923898703828e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.581326271753167364e-03 3.049666278602110271e-04 1.772516106266144597e-08 0.000000000000000000e+00 3.813618518704764426e-01 8.918396583091652060e-10 1.875310599791683852e-02 0.000000000000000000e+00
0.000000000000000000e+00 4.650839272438997505e-04 2.272451500948975429e-03 1.316581318521795845e-08 0.000000000000000000e+00 5.100917775537436860e-01 6.722864990865650491e-09 4.621338938517072226e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.266390859440760797e-03 2.019640874747553536e-03 6.659450702506212344e-07 0.000000000000000000e+00 3.920952587637731024e-01 4.575556053899591468e-09 3.847712561628405942e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.284789428179240484e-03 2.148855657578069549e-03 1.727755259011266188e-06 0.000000000000000000e+00 6.569097254512174661e-03 1.207836319413013248e-07 1.716415678888324192e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.988631234024317993e-03 5.909521848736233249e-03 1.312729597935470648e-06 0.000000000000000000e+00 1.620113273888962313e-02 8.960072533588837193e-09 8.911009769841919670e-02 0.000000000000000000e+00
0.000000000000000000e+00 8.622256284563342699e-02 5.757933775632023687e-03 5.966588919299134248e-07 0.000000000000000000e+00 7.156392726181295787e-03 4.722565741635074067e-09 5.158628461445775859e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.093335308754989216e-01 6.124332745417905045e-03 8.755526683523293550e-07 0.000000000000000000e+00 6.328324409740782724e-03 9.459390485619058180e-10 2.511990980504165763e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.143649547985511036e-02 1.641478810747736775e-03 5.018189487125726328e-07 0.000000000000000000e+00 5.283315877590144885e-03 2.215664497187868364e-09 2.127548032186529423e-02 0.000000000000000000e+00
0.000000000000000000e+00 3.137998267396268498e-02 7.157467943776216939e-04 5.986453409234126748e-07 0.000000000000000000e+00 4.289063755493850716e-02 1.891955576415387738e-08 9.569242840206541867e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.353165169807199808e-01 5.557928481093585065e-04 1.098894817638576993e-06 0.000000000000000000e+00 1.453433624201244112e-01 8.475279380212919441e-09 9.977292894908422125e-03 0.000000000000000000e+00
0.000000000000000000e+00 5.891216527025870953e-01 7.778654251324372635e-04 2.708365136940796142e-07 0.000000000000000000e+00 1.344398777314556481e+00 9.783441770067959198e-09 1.099435475237505073e-02 0.000000000000000000e+00
0.000000000000000000e+00 8.231722207002598601e-01 2.792316442862281727e-05 2.705563393027602436e-07 0.000000000000000000e+00 1.455853408430100471e+00 5.468538297693276265e-09 9.809344975733661626e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.993149780489080869e-01 7.596703211916696687e-06 8.379961045145400256e-07 0.000000000000000000e+00 5.952279085521910290e-02 4.773829515235433238e-08 8.173913455777078937e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.846470280541222087e-01 3.600001293786766316e-06 5.026441224999503765e-05 0.000000000000000000e+00 1.295757882317249421e-01 1.059835273557122466e-08 1.379372099165703230e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.826697507506573268e-02 2.706721192460049497e-06 8.843380069736933401e-06 0.000000000000000000e+00 3.897296989326770600e-01 1.519303252137331923e-08 2.992189751540764650e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.095285251680253646e-01 1.078290984050311029e-05 5.089498648178244854e-05 0.000000000000000000e+00 1.577928613900284049e-01 5.490917043533327820e-08 1.801027188242031174e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.681340968569065897e+00 2.209566695826338558e-05 2.289832211449279717e-05 0.000000000000000000e+00 1.280365434287621985e-02 4.203609561521390027e-08 1.263309402552424861e-02 0.000000000000000000e+00
0.000000000000000000e+00 3.555566118391600305e+00 2.758352960301845957e-05 9.562924181761129304e-06 0.000000000000000000e+00 1.777442209347133983e-01 3.938383057624415309e-08 7.590969505449040840e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.030695845070936478e+00 4.940151530006400902e-06 6.403486949634014920e-06 0.000000000000000000e+00 3.279775391900861536e-01 7.535810942316019425e-08 4.610433430238238201e-04 0.000000000000000000e+00
0.000000000000000000e+00 4.291831484886886594e-01 1.014207303245259675e-04 1.095013302569462486e-05 0.000000000000000000e+00 2.841482576452733499e-01 1.197699190312126120e-08 1.312954869726007433e-03 0.000000000000000000e+00
0.000000000000000000e+00 9.808893205406621352e-02 1.698735626960295141e-03 1.762774998295509281e-06 0.000000000000000000e+00 3.146479356765753965e-01 1.982978288216475664e-08 1.169519023063623651e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.824461746205967988e-02 1.396427182181152324e-04 2.761439421391768091e-06 0.000000000000000000e+00 1.375744787591799412e+00 1.842212882683228308e-05 1.848262695135473093e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.872043823569537385e-02 2.118505138560095003e-04 1.896555711505327511e-06 0.000000000000000000e+00 1.478619143975639094e+00 1.211580006787786191e-07 2.164426774384318065e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.703830986394909819e-02 1.177211794613261531e-02 1.129436346140468411e-06 0.000000000000000000e+00 1.408984579562065242e+00 1.381308982850899638e-07 8.935019384090078310e-04 0.000000000000000000e+00
0.000000000000000000e+00 9.757485332525264038e-03 2.156881638936916992e-02 4.983393654798269331e-07 0.000000000000000000e+00 8.126175432760937012e-01 1.186802023680802777e-06 1.899572328322230060e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.573918063451765062e-02 5.569428084490413849e-02 5.754421605359968077e-07 0.000000000000000000e+00 3.041226737969103810e-01 4.772489728565080085e-07 5.190463444581245277e-03 0.000000000000000000e+00
