word.concentration.1	word.concentration.2	word.concentration.3	
7.519683617585636526e+00 9.340074567303442876e+00 8.470030803618000093e+00
8.159722709656614725e+00 9.538080726478789018e+00 9.951257192005741103e+00
8.031223642756886605e+00 9.539470409380871985e+00 9.754234431570406372e+00
8.047014192197924132e+00 8.712611986940357767e+00 9.698819100153770023e+00
9.654951571427131896e+00 8.583467414862473888e+00 8.555866047902174643e+00
9.547187737483348258e+00 8.820697030747400191e+00 8.981359025906700211e+00
9.580267591113551973e+00 8.477657131578396843e+00 8.407638800021107528e+00
9.880733177304250603e+00 8.946727333664448167e+00 8.532013839220649487e+00
9.747939404918458450e+00 8.460633792074046866e+00 7.567544364132571921e+00
9.732173973145638257e+00 9.713329594062047434e+00 9.699160412648947016e+00
9.180727820773535441e+00 9.856093760247427227e+00 8.739180088220624754e+00
8.448377228718568333e+00 8.635322774344341923e+00 8.501213269822345708e+00
9.196730188556669461e+00 9.586639746973309784e+00 8.580643046610971325e+00
9.054671137450851504e+00 7.764119550332894804e+00 8.957944565700712403e+00
9.516778837230294386e+00 9.071424949929689063e+00 8.372681650920158702e+00
9.156048149372447043e+00 8.996409323811251468e+00 7.480408678469977701e+00
9.787374011869104606e+00 9.569843110044907064e+00 7.325985343589030307e+00
9.679941744727669217e+00 9.758467906186456986e+00 7.311917195306554262e+00
9.093145165649868744e+00 8.278409706226353748e+00 9.858852130659560231e+00
9.779566125895801321e+00 6.982179359668132079e+00 9.858829821741638355e+00
9.875231183369118426e+00 7.734147342571491279e+00 9.321832331439352970e+00
9.821309498416239236e+00 8.501769935198296935e+00 8.629296681023728155e+00
8.458019013983404832e+00 9.160830820761720616e+00 9.345272450723614455e+00
7.783394782016086921e+00 9.288683402897421004e+00 9.919269337583319412e+00
7.830285310578719127e+00 9.857223386060844916e+00 9.164279635844462035e+00
7.798491011711802479e+00 8.271196552627717580e+00 9.356828056884259226e+00
8.246745374103644721e+00 8.248076605723609234e+00 9.399265205947122226e+00
8.862551488071991557e+00 8.490170218779566014e+00 9.919676604023212718e+00
8.843790652874453428e+00 8.620487205127240316e+00 9.942880731614371470e+00
9.078464260311093881e+00 9.918509412720892371e+00 9.675177712941628982e+00
8.914028320502650260e+00 9.877412301124783411e+00 9.567857886660494415e+00
9.305249260960488655e+00 9.723724660426849908e+00 9.179141567293546800e+00
9.274234792309313136e+00 8.448543264381035200e+00 9.283140728704326605e+00
8.852490070394919641e+00 8.797621313542943966e+00 9.530079090493245531e+00
9.296738768033314670e+00 9.936492116210747128e+00 9.546803450258884993e+00
9.974643266846314305e+00 8.606999752342824550e+00 9.391980943195404663e+00
9.418620076987302525e+00 9.900599323083540071e+00 9.726567651177637330e+00
8.620609196179437106e+00 7.604395486289395656e+00 9.453430507322265086e+00
9.630388361990288359e+00 7.873785651432285704e+00 9.695483456871780703e+00
9.948533170169516993e+00 6.929892464510737149e+00 9.960126797958965383e+00
9.918841872370498081e+00 9.063889174207584887e+00 9.878449759570484545e+00
8.931384988120701252e+00 9.030926148057547564e+00 9.815625812427924757e+00
6.810023359454079106e+00 9.639265865763322338e+00 9.950321018313214694e+00
9.923803711603280675e+00 8.685575935741635334e+00 9.824927296369779128e+00
9.854411973250323697e+00 7.514494718974909837e+00 9.819959235076824555e+00
9.783662160707466526e+00 9.537784489351563977e+00 9.286843492936162292e+00
9.692192451937343023e+00 9.571044130353717705e+00 9.033166736987338297e+00
7.253302158848042858e+00 9.601889570211319835e+00 9.044598629056253003e+00
7.237310404697806732e+00 9.866709274571308086e+00 8.245049313714746475e+00
9.308273684091073363e+00 9.121079611438135615e+00 8.747908138373730935e+00
8.623428162232366745e+00 8.735258242541595664e+00 9.302089224666218570e+00
9.641121228625257444e+00 8.671720783484863304e+00 8.800369949554104565e+00
9.412725631689099259e+00 8.163428607474317644e+00 9.597435899658870895e+00
8.684750219162287621e+00 7.771247695031492597e+00 8.999487490454317395e+00
9.624445749598141475e+00 7.703591358766463060e+00 9.246312990877045834e+00
9.751169601215822880e+00 8.730565729243012996e+00 9.628929649402623525e+00
9.364248073613659074e+00 9.098205311685639174e+00 8.874071874337827737e+00
9.463082114558950764e+00 9.363091068175338094e+00 8.393619114882238108e+00
8.441531544435875389e+00 9.706018011848978944e+00 8.275961941858742676e+00
8.606207828369543122e+00 9.592790530721716280e+00 8.515707392888778315e+00
8.786464646475037554e+00 9.911641174466154780e+00 8.601088943921745056e+00
8.629445993157752071e+00 9.191248403131805134e+00 7.679696121177165935e+00
8.541386940459888777e+00 8.940224408198551131e+00 7.714876828455956570e+00
9.094011066783139086e+00 9.774158849925909109e+00 9.519251024753803136e+00
9.497173486237464601e+00 9.266703448181262459e+00 9.973216278459611672e+00
8.931885249280115957e+00 9.531338056813854820e+00 9.847933254491536559e+00
9.729407753583203089e+00 9.516969957491697940e+00 9.749778074638356884e+00
7.890321371254391813e+00 8.441647329978803072e+00 9.562028571410644773e+00
8.695306129127239103e+00 9.442795589534936695e+00 9.665865094844861005e+00
8.810774943599279041e+00 8.837896697191162332e+00 9.339541836019179755e+00
9.336086510932361193e+00 9.874235271747885179e+00 9.299303392985031280e+00
9.595337263168731923e+00 9.981444252263164785e+00 9.093820862127772742e+00
9.438263810415023158e+00 9.893352562574468934e+00 9.165771030165554834e+00
8.412085478895136248e+00 9.740361422815611903e+00 9.005252931081001222e+00
8.757477995907816393e+00 9.892422673700501434e+00 9.017817740583629060e+00
7.914245436973406100e+00 9.851550663176146472e+00 9.324519643913223632e+00
9.193685512704831808e+00 9.581363322569622198e+00 9.009471818694191114e+00
9.798815709752361158e+00 9.795150844476337326e+00 8.741407046301674200e+00
9.698616961993979046e+00 9.727536575828320764e+00 7.706603133338062683e+00
9.810795732416659476e+00 9.925526141015923898e+00 9.129536282323961416e+00
9.411932895220408213e+00 9.981073494857520600e+00 9.502064602096087498e+00
9.184589142563259756e+00 9.421025904409988883e+00 9.929685554359400257e+00
9.763222632821420888e+00 9.208655141275585265e+00 9.409630799010244573e+00
9.642628069035188432e+00 9.418753573032551785e+00 8.403480960650609788e+00
9.492878206441965006e+00 9.539057864227762806e+00 9.915679505781165304e+00
9.769030409471161747e+00 9.761365844434882533e+00 9.740233909486065045e+00
9.836640797676878378e+00 9.691029523979521443e+00 8.826897337751841377e+00
9.931858370347249831e+00 9.162457909593090477e+00 9.897791331069431209e+00
9.308015318172715880e+00 8.868590869505442953e+00 9.792519773079996881e+00
9.909283934197830490e+00 8.727796908428437916e+00 9.667932380538427850e+00
9.244363982049991435e+00 7.999053826701938874e+00 9.863093436113407719e+00
7.924625677979891591e+00 9.237112994514060205e+00 9.857222600355488140e+00
8.876861836008417939e+00 9.784016848144929668e+00 9.999070993174113298e+00
9.664759028219590320e+00 9.634243365230922507e+00 8.818693606836252030e+00
8.755898120677191088e+00 9.812556658463796211e+00 9.117974957338562447e+00
9.472861202728013907e+00 9.332222174480957477e+00 9.344373670282243083e+00
8.858378542183123372e+00 9.760142147331016815e+00 8.558282590024452574e+00
9.225750608651106077e+00 9.140452656939684672e+00 8.637012041489528613e+00
8.029375811633080673e+00 9.110545398402633666e+00 9.998673077561051059e+00
8.404600364484387853e+00 8.190049208913485757e+00 9.904912743979197742e+00
8.880728627500383610e+00 9.391808370199564493e+00 8.953368805037307254e+00
9.112401887522400656e+00 6.521840500766692195e+00 8.307988838438532753e+00
9.551401976159533902e+00 6.730019184364536500e+00 8.498890323680228676e+00
9.587072623840462882e+00 9.181264338952241033e+00 6.820078655286502922e+00
9.627114623727088372e+00 8.184141376678230273e+00 8.599810916353856527e+00
8.954573701202827252e+00 7.984806089399343776e+00 9.466202970518184046e+00
9.222666709025507004e+00 8.421448317679567808e+00 9.932714813454351699e+00
9.278465657565975633e+00 9.487645497910762060e+00 8.891952362581108105e+00
9.600988071351906683e+00 9.405499475656508679e+00 9.505309904386383124e+00
9.316525143760033600e+00 9.488591478197193396e+00 9.885438217435472907e+00
7.814066667284144785e+00 8.320299852934720519e+00 9.661349417170617571e+00
9.191695816723958856e+00 8.464007353995208760e+00 9.456793334148771990e+00
9.133132514874453989e+00 9.720283740792133642e+00 9.756273393422313589e+00
8.569323977362108380e+00 9.992214437263061910e+00 9.849276415857499245e+00
7.972675887619078416e+00 9.969081046274151703e+00 8.541974717040448084e+00
8.660298137692096887e+00 9.721722861896591183e+00 9.117637676887497378e+00
8.460436613940499839e+00 9.852929205758210074e+00 9.594672306270886963e+00
9.538779253221123966e+00 9.607818534587215353e+00 9.213368256915742904e+00
9.801388549862799948e+00 8.018416339188298991e+00 9.711062529721155911e+00
9.361394620693468838e+00 7.089187348071663841e+00 8.604626294807689035e+00
9.372436595731404196e+00 7.080731672610358629e+00 7.951138106951145090e+00
9.618267916196430178e+00 6.357970407359220033e+00 8.468646255349508323e+00
9.282262530359604469e+00 6.065122748525706875e+00 7.171395037892849267e+00
9.173811825601488223e+00 8.781806906933297796e+00 9.313908292228084917e+00
8.783356096408644120e+00 9.447825649617193733e+00 8.814671599651825673e+00
9.963189352538790899e+00 9.212550469257418939e+00 9.339900151916960880e+00
9.651837075492487372e+00 9.682195217375344498e+00 9.986692240061401549e+00
9.789485123173278680e+00 9.333175416141150649e+00 9.377099889507638508e+00
9.191179413999790881e+00 8.326615851141209390e+00 9.656929593371355480e+00
9.887773477161070801e+00 8.403519795541637194e+00 9.851313453617315474e+00
9.842849340948713888e+00 8.515882734520452857e+00 9.455581255385411055e+00
9.942054484879996323e+00 9.364358497687597094e+00 9.369061099202088627e+00
9.720044097517025250e+00 9.074694405074302139e+00 9.800527181508083885e+00
9.036664828996585186e+00 9.078493419752611260e+00 7.994840819561931156e+00
9.334834856325905150e+00 9.290441649339133079e+00 9.977931893558812604e+00
9.888115769897900975e+00 7.939234798188660847e+00 9.650568450911418239e+00
9.147655031182825525e+00 9.227321773423550866e+00 9.974947710902778653e+00
9.677795778848835795e+00 9.269190278049631360e+00 9.324825946480311600e+00
9.713599525216940478e+00 9.959692473044217564e+00 7.263165035225228827e+00
9.546249344525586267e+00 8.932627051033517063e+00 7.526219331826091263e+00
9.082989107003323070e+00 9.139505114925047025e+00 9.558241027624603703e+00
9.511837322260744187e+00 8.942822519164247197e+00 9.474748046978501037e+00
8.371186185860583606e+00 9.000932877421288225e+00 9.771211254009918079e+00
9.058203235805503795e+00 9.131564306961154287e+00 9.769834537488579329e+00
8.515143849591920500e+00 9.724339926113911403e+00 9.751486499668144958e+00
9.642731050233187773e+00 8.736272287251596325e+00 9.944801958220157445e+00
9.798324266355436407e+00 9.994168406027920781e+00 9.546169499479232101e+00
9.345242699704181533e+00 9.946174689935816104e+00 9.493004454260987046e+00
9.247223355531204447e+00 9.795872349781980404e+00 9.681468887171661208e+00
8.370488993578291570e+00 9.156704316974925817e+00 9.939856730167724308e+00
9.147920378249137840e+00 9.572626327986625938e+00 9.578034443587640112e+00
9.947655633056493585e+00 9.752686450998803380e+00 9.525372503982524108e+00
9.930590395656013314e+00 9.923139809455385318e+00 9.896647615060540915e+00
9.740016911025275448e+00 8.922532612537146690e+00 9.856215686348608784e+00
9.909091339057646053e+00 9.572211547749491345e+00 9.734069685708906405e+00
9.574642317944983105e+00 9.556961959130820361e+00 9.354860548368499451e+00
8.891716890110178184e+00 9.060876825457775396e+00 9.644561412619193419e+00
8.162727664059451271e+00 8.093447738738889896e+00 9.643366339593729464e+00
7.608863711417166442e+00 7.785875560237491833e+00 8.890545624428668248e+00
9.217821240091678803e+00 7.527385350370744632e+00 9.334051905535989846e+00
9.520858527371963476e+00 8.857788414222770967e+00 9.531532103822961233e+00
9.421822177414707511e+00 7.738455057088479805e+00 9.160839408387900562e+00
9.408790160016591742e+00 8.163820183828176980e+00 9.789621442281951857e+00
8.230063073532358331e+00 6.877823664988429897e+00 9.458291980254005082e+00
8.629706033271791199e+00 8.421298264790488375e+00 9.805967372596182230e+00
8.474997844117607926e+00 8.782573907930698809e+00 9.672346092138234042e+00
8.605492028466683152e+00 8.041114369137432050e+00 9.365945748561303574e+00
9.379681283493209065e+00 7.755943396128737177e+00 9.731266238167959770e+00
7.526358133674081685e+00 6.849242333632084012e+00 9.576622342201059013e+00
7.492920943345859897e+00 7.581529665730494472e+00 9.149314091619617173e+00
7.482634439495981837e+00 9.375610377878910384e+00 9.965709825223731499e+00
7.783564764860614105e+00 8.948439144156886016e+00 9.640975412128902633e+00
9.905830119552264890e+00 8.729377066204646596e+00 8.618627733642632904e+00
9.931625112258492649e+00 9.051980778255190430e+00 9.649513329217050739e+00
9.431149844028549722e+00 9.548080828559978528e+00 9.692472516728487975e+00
8.547343331457337712e+00 7.919460625330037473e+00 9.886230009472306790e+00
9.989958815532217429e+00 7.301404478551853927e+00 9.653578924982483045e+00
9.354319971503862519e+00 8.472273564213661956e+00 9.868993022260205805e+00
9.209749450407194615e+00 8.926322352611633093e+00 9.899755239923457850e+00
9.603589974966123322e+00 9.017929679995472014e+00 9.902803413458402204e+00
9.786280648055058151e+00 8.632940354083526557e+00 7.470993371213404899e+00
9.174688563582879652e+00 8.368166084233948254e+00 8.954274114932609052e+00
9.103719959643632009e+00 9.495797064379583929e+00 9.619036924604031924e+00
9.749928853141437202e+00 9.159327206555529344e+00 8.915915958393778595e+00
9.994139748457119055e+00 9.289508975238652155e+00 9.010366346997857434e+00
9.884291656803398496e+00 8.934331226732453501e+00 9.660746243123174537e+00
9.435364022085712676e+00 9.318854494775861141e+00 9.734416653863316782e+00
9.974673316056776429e+00 8.003243581849968535e+00 8.483828641813239813e+00
9.454352569455052091e+00 6.976177724523741297e+00 8.799716307823707950e+00
8.946776811962678266e+00 8.847142237589148195e+00 9.558269241155510798e+00
9.961704409438560504e+00 8.461420238743702527e+00 9.765656965142268220e+00
9.397058157954607083e+00 8.775153394894829262e+00 9.803629875352099177e+00
9.788704134287048220e+00 8.797436488559188916e+00 9.986296568159602316e+00
8.796612046724000322e+00 9.219147895203024135e+00 9.968162691345087367e+00
9.591880350014880818e+00 9.643660622433433360e+00 8.741016953310785098e+00
9.585284658014774806e+00 9.771632678571924302e+00 8.927247137383321984e+00
9.278393652114180767e+00 9.850376022743507320e+00 9.816510825157745757e+00
8.571163165050462496e+00 8.917876031648972912e+00 7.810151547879740974e+00
8.053451819228447661e+00 8.758758190065265126e+00 7.491973769190332533e+00
7.469214905582405528e+00 8.008435212480408794e+00 6.859940103323719285e+00
8.659015462748993031e+00 7.929943885045451779e+00 8.284932560476828911e+00
8.763719074459496383e+00 9.412165083017132616e+00 8.836541125367842753e+00
9.873898895484964910e+00 7.911679537882493563e+00 9.883242164010100694e+00
9.292773332869685987e+00 9.989312660582767123e+00 8.912895388448827561e+00
9.802587328077210671e+00 7.966238988094555218e+00 9.465996643112095654e+00
9.919371988617527336e+00 9.267895807575326828e+00 9.392337637684835983e+00
8.415507810022944568e+00 9.987323120059846460e+00 8.669091589443770118e+00
8.926779032048569817e+00 9.466148764989085862e+00 9.937893216768301841e+00
8.714980702918509792e+00 9.747308931640853658e+00 8.379152910997790471e+00
9.406303720024876469e+00 9.920689615532733541e+00 9.286778547292875885e+00
9.892681763268567963e+00 9.307940559126024027e+00 9.187908778128267784e+00
9.435366483514819436e+00 9.377014409672234763e+00 8.274944585548514198e+00
9.897301078450324141e+00 8.683527261760275451e+00 8.582332487818977285e+00
9.879653723614147509e+00 8.484000332681926437e+00 8.579642997202268973e+00
9.752925279273492620e+00 8.663461024207776973e+00 9.403714334391571228e+00
9.890097397854047401e+00 8.580112046362160072e+00 9.518342208221191925e+00
9.373623843973472702e+00 9.229325098897501078e+00 9.544984499541042666e+00
9.512171474411289296e+00 8.887058589207862624e+00 9.921782703249423463e+00
8.055472279148357728e+00 9.461361944419019565e+00 9.965340608690272717e+00
8.496196631133507537e+00 9.397584683920493731e+00 9.978735113201160800e+00
8.855596381595923106e+00 9.439458648826612119e+00 9.719910300503556755e+00
8.901170985415202352e+00 9.364339713404811860e+00 9.811276356951562860e+00
9.708244053631528203e+00 9.373549719742040764e+00 9.015538550941947449e+00
9.445711743044526543e+00 9.627276743263818659e+00 9.862947415658545935e+00
9.809541716870615602e+00 9.592364463253417739e+00 9.117435749892786490e+00
9.965535686507319468e+00 9.573554724069664346e+00 9.483258760204885007e+00
9.760503520562537005e+00 9.917457330321960640e+00 9.867317716817101569e+00
9.687973000574647386e+00 7.539185175183975574e+00 9.850484561345160373e+00
9.490324020658972515e+00 7.742139491832359610e+00 9.755557517361252096e+00
9.517315237683712681e+00 7.578674124944763335e+00 9.999609558657992281e+00
9.801994253671317381e+00 9.964644037062559079e+00 8.163836501027327941e+00
9.662054733818152386e+00 9.642187596871005795e+00 8.016196355137473972e+00
9.448373233560023010e+00 9.593816081746743052e+00 9.558619398605385342e+00
9.902326905947143487e+00 9.555436537331701174e+00 8.064153948283331985e+00
8.788492858100095617e+00 9.379289239149573021e+00 8.036940804784670433e+00
9.506740795720116211e+00 7.587868664694003229e+00 9.657885097657576523e+00
9.524765003988516554e+00 8.577069040937859157e+00 9.694925171808375097e+00
9.322040207378764265e+00 9.391837577840798090e+00 9.918924662731720687e+00
9.095981653084979968e+00 8.927180746622489949e+00 9.009984707343958732e+00
9.298694947544229095e+00 9.938647395827624464e+00 7.615016353719064490e+00
9.539062995892727770e+00 9.474888950592983861e+00 9.987857764697881890e+00
9.464582812817148749e+00 9.674497327115496148e+00 9.868796961902287279e+00
9.089562048518075699e+00 9.892879457951769595e+00 9.738487300599866003e+00
8.644467041098911508e+00 8.327202283541684125e+00 8.962954865691555639e+00
9.706027726842751946e+00 8.396752384318203255e+00 9.622918799801773559e+00
9.496903003697289236e+00 8.416913947214379021e+00 9.289897607967404269e+00
9.699385105215567293e+00 7.989490013092879650e+00 9.865939554266727640e+00
6.865731082340405855e+00 9.657001973025067798e+00 9.227201949179885787e+00
6.589482310767198925e+00 8.698770431623962907e+00 9.003306767162255753e+00
8.997648685296994131e+00 8.183966424334069956e+00 9.701055325346976232e+00
9.670316007016767301e+00 9.978698184916211744e+00 9.551087477336723808e+00
9.059114202576996178e+00 8.563503459200330070e+00 9.800585432772617622e+00
9.144335213591741507e+00 9.022221536668078912e+00 9.708580630063625705e+00
8.723005054671954639e+00 9.341727047501668935e+00 9.804154931637986792e+00
7.705472764512769857e+00 9.256409996801382434e+00 8.689915650778859302e+00
8.971773127316780005e+00 9.230016536717771558e+00 8.555014571763390308e+00
9.573490147849836873e+00 8.916280777721421913e+00 9.705711475504823937e+00
9.824436613808764207e+00 9.192012304840734060e+00 9.931601692143601667e+00
9.112625505470504095e+00 9.369018921118737353e+00 9.814240913030202407e+00
9.229878417317653572e+00 7.947041245133529941e+00 9.961749339299700523e+00
9.983425781106648245e+00 8.782397598131714389e+00 9.495717770315504680e+00
9.915773937993138887e+00 9.774462620219789954e+00 8.254318984068143905e+00
8.760121204299606390e+00 9.681352732383386339e+00 9.632472278647284725e+00
9.973453182716138343e+00 9.566584006415281394e+00 9.808367078277147044e+00
8.953829042568989038e+00 8.405163364207203003e+00 9.533161199826015064e+00
9.875885010786227269e+00 8.048496797588406082e+00 9.175869432062413011e+00
9.978543619175875179e+00 7.568874527732674551e+00 8.782795650221846273e+00
7.821628562972556153e+00 9.062754399290900764e+00 9.591535595649094859e+00
7.945005982481650797e+00 9.542955170169950208e+00 9.509171410860544071e+00
6.284469016218153570e+00 8.377832557223145571e+00 9.534925359865013661e+00
6.950522617859883567e+00 8.449652878187485783e+00 9.925642972551580456e+00
7.421402840591605710e+00 8.965004275871622852e+00 9.632300397754928412e+00
9.333034612292911092e+00 9.861777657458437929e+00 9.397471462798362651e+00
9.491676055813545787e+00 9.337543929049354929e+00 8.219293870465552487e+00
9.095936869207044140e+00 8.955909276366920579e+00 9.370976322791142010e+00
9.493852248176553488e+00 9.667663004708023422e+00 9.988012208400190772e+00
9.849494188377123649e+00 8.509876016072457361e+00 9.944357163207421024e+00
9.322311139956319437e+00 9.429030385044125495e+00 8.925712103339218828e+00
9.396345709322798001e+00 9.348703407032237678e+00 9.162024249489020278e+00
9.570164066059218655e+00 7.923333645213888943e+00 8.953468430036414460e+00
9.542960149274183124e+00 8.632903577807773843e+00 8.947894860794002980e+00
9.907583752747209260e+00 7.649284757465530049e+00 8.746979708543793919e+00
9.908985212310817303e+00 8.524110881030216191e+00 8.857586761991701252e+00
9.810751693117072847e+00 8.542670491657734289e+00 8.474245530443390351e+00
9.489438898100820197e+00 9.295518331077522234e+00 9.169296107014879738e+00
8.145870250594358097e+00 9.298836965280514733e+00 9.431345339936193284e+00
7.423386040380405504e+00 9.904423611193173826e+00 9.372679233851373581e+00
8.377799302545458460e+00 9.904542158090452020e+00 9.462588434758776756e+00
9.699836537875546227e+00 8.811934639106887346e+00 9.674547937572413048e+00
9.319699785176119633e+00 8.589187452554739366e+00 9.552393200139430718e+00
9.900676933914400735e+00 9.899415725909758379e+00 9.718943927194024113e+00
9.619899157668307055e+00 8.121493704002070046e+00 8.321504462029265525e+00
9.471410094231924148e+00 9.863849187594510681e+00 7.978927092092726880e+00
9.646798479992906294e+00 9.303284991024240114e+00 8.080816630769691145e+00
8.191616511176095017e+00 9.709773783081288911e+00 9.807393696914008530e+00
8.573571486733666092e+00 9.083951984292735204e+00 9.840440277188829299e+00
9.014137982728968268e+00 9.228639413161923599e+00 9.992828988515139343e+00
8.844225988243831438e+00 8.356192885786789759e+00 9.361139353891619663e+00
9.404436884616924175e+00 9.311552441603097918e+00 9.906972091032161032e+00
9.206216107798093518e+00 9.875411512220706456e+00 8.955186986926426229e+00
9.557229003050426996e+00 9.690990028245856536e+00 9.521419478053832819e+00
9.066220772144294671e+00 9.680293478318326095e+00 9.829541395548446303e+00
9.397771043146605052e+00 9.776354725263294299e+00 9.609673744331781009e+00
9.490447047999252206e+00 9.658530099300506322e+00 9.590902422925552173e+00
9.734879728368300178e+00 9.675083388499558623e+00 9.408742471368498173e+00
8.762258399773674711e+00 9.517315772216360159e+00 9.314681380365779972e+00
9.996760960288305853e+00 9.605723806514562924e+00 9.437808011544717601e+00
9.529626665828990539e+00 8.504749699207675206e+00 9.427833634545262242e+00
9.494723671306072532e+00 9.678471143542568100e+00 8.871557795887131448e+00
9.654745749809503508e+00 9.437234544853222218e+00 9.890194830941895887e+00
9.768050319081972077e+00 9.508606214260424849e+00 9.933443892537301423e+00
9.448853336928221935e+00 9.125741095290042182e+00 9.407396926017481675e+00
8.521502046479476178e+00 9.137874863034710415e+00 9.318471504216514489e+00
8.733050808463904247e+00 9.140180790579622183e+00 9.629983452446404968e+00
8.909910940751904818e+00 9.429822203676792469e+00 9.940459896813781171e+00
7.927228551334303930e+00 8.625382327122096626e+00 9.746317609813518246e+00
8.793560370018816741e+00 6.785994706984999958e+00 9.384600715704456420e+00
8.925990032404023111e+00 9.412068313076989767e+00 9.752173821408842258e+00
9.134917753108792837e+00 9.026406013390809946e+00 9.303270936473339248e+00
9.439784252599332959e+00 9.777951175159296682e+00 9.963516131939091025e+00
9.493657913241319690e+00 9.731255961377250685e+00 9.991480392565556201e+00
9.993184928707515624e+00 9.334893144851942992e+00 9.734046054585220986e+00
9.745622347658635221e+00 9.235900695643367797e+00 9.097158238733712210e+00
9.596685433445726332e+00 9.685283698771321781e+00 8.579362403167278828e+00
9.933196964322391409e+00 9.600568233391047812e+00 9.404734122298691545e+00
9.987667881433575090e+00 7.516586684745353963e+00 9.829481244116045957e+00
9.921286189506041353e+00 7.954552830841977951e+00 9.844417696192609313e+00
9.611061144484700947e+00 7.180081817634292207e+00 7.802230895653233134e+00
9.403900381877816628e+00 8.043742599139932281e+00 9.997287364085806871e+00
9.527322966773029478e+00 9.053778589656332088e+00 9.708788131875612848e+00
9.396359389645544624e+00 9.128361802714668016e+00 9.829901260736033208e+00
9.180618701622476507e+00 9.697724679079918531e+00 9.646834437217165714e+00
8.100993264128454996e+00 9.341010351651283017e+00 8.537979324174624907e+00
8.170057609542402233e+00 8.813481832405734906e+00 9.189817082754295541e+00
8.655618474576883159e+00 9.487524360338017715e+00 9.715776209826570309e+00
9.722249672693916267e+00 9.979415559087591703e+00 9.765388775234081109e+00
9.562373714032281313e+00 9.224139053740252336e+00 9.882049755378153222e+00
9.095416444310322035e+00 9.129803243882294694e+00 9.458003013820693639e+00
8.629637048359672491e+00 9.733159202293075296e+00 7.515019949505178154e+00
9.346807813120356911e+00 7.638290478458989341e+00 7.372882685186226581e+00
8.452805776156655071e+00 8.464618044382236306e+00 9.503010114109203599e+00
9.865710258964741186e+00 7.991000335240504349e+00 9.428972947605018362e+00
8.729094207379802128e+00 8.639216019302311977e+00 9.817645343433483163e+00
9.644547950780086865e+00 8.622369025483205718e+00 9.787035291312353280e+00
9.293045569709283527e+00 9.271503521991435903e+00 9.544677025773982137e+00
8.052055064712710930e+00 9.900241792549591580e+00 8.452246791753491806e+00
9.202928168824481503e+00 9.984796626420616050e+00 8.549574320589762522e+00
9.951847228350038321e+00 9.953881845682881035e+00 9.492610075732727637e+00
9.957679404564993675e+00 9.383973073078299976e+00 9.807725875368451085e+00
9.915845654827627698e+00 9.276720948970321956e+00 7.727085646659288543e+00
9.246684308777197714e+00 9.037727621847869486e+00 9.599661137993768634e+00
8.923644462435103009e+00 9.993073666305054559e+00 9.766794322221709734e+00
8.230411115946022704e+00 9.266241834959092927e+00 9.780406601387682031e+00
8.794841081688907991e+00 9.318885090251210812e+00 9.238326057093077637e+00
7.977679560163124961e+00 9.454958243371555326e+00 9.311047751188066712e+00
9.232080081457240794e+00 9.740051622865649961e+00 9.614367335193172437e+00
8.961851214127621645e+00 9.381889620705061716e+00 9.821201269846236315e+00
9.194900714473122960e+00 6.633193549085379281e+00 9.929236355555195459e+00
7.991505646310587352e+00 8.626229684833537803e+00 9.425631590940252380e+00
9.341980806779433877e+00 8.738174358637401440e+00 9.918530760813300873e+00
9.739862257861437556e+00 9.649954245972200084e+00 9.290031267189869268e+00
9.700398861163463948e+00 9.847691915957611286e+00 8.983293819474873487e+00
9.784331499039131685e+00 9.826665147322497518e+00 9.644310320038158579e+00
9.446336634460072545e+00 9.976356288949812523e+00 9.184743634250851940e+00
9.423010268382753907e+00 9.419691355592478388e+00 7.992588690664657491e+00
9.541079403150369842e+00 9.349657404776747782e+00 7.965984759327975340e+00
9.609313229771137443e+00 9.710788126932170528e+00 7.602992120763858885e+00
9.477028562153114066e+00 9.482640462817409244e+00 9.798033692038217168e+00
9.445796949623751715e+00 9.394658446326346279e+00 9.819481215145888342e+00
9.127260733611292309e+00 9.835793996167948805e+00 9.746199328629810310e+00
8.732630668797780160e+00 9.712539656524873166e+00 7.888373999473783371e+00
8.778373710758772930e+00 9.463845592223780301e+00 7.747857448147142279e+00
8.799295296167546354e+00 9.801265965022817994e+00 8.295547848564737592e+00
9.705041730747794304e+00 9.654776570971312921e+00 8.834514603858272253e+00
9.885482197431477047e+00 9.427930126721193460e+00 9.535543208181023189e+00
9.569726548749233785e+00 9.342442251333114456e+00 9.341818964686996907e+00
9.307811663750493736e+00 9.340827403633790382e+00 8.995864183152901816e+00
9.880400469662252050e+00 9.826944088316363235e+00 9.021114404134555897e+00
9.451791324700524299e+00 9.668188742455221529e+00 9.178890572973269713e+00
9.256269690295436448e+00 8.009847653678196622e+00 9.288223339749832164e+00
9.989297255353690730e+00 5.823345596297618165e+00 8.857641008819907569e+00
9.775376682227554070e+00 6.097466234621248482e+00 8.974771964730608786e+00
9.973305638442230503e+00 9.847045110218191510e+00 9.296382710304250452e+00
9.789011246686293077e+00 7.746859705651751860e+00 8.905235543291285083e+00
8.981698774574160993e+00 8.088323284768939914e+00 7.673983991465083143e+00
9.645598007251038553e+00 9.914138581364444036e+00 9.410802593632904944e+00
9.877632686169590670e+00 9.917246876987141135e+00 9.108058731470986658e+00
9.783786061630827646e+00 9.804865450581388586e+00 9.189783270808254301e+00
