word.concentration.1	word.concentration.2	word.concentration.3	
9.989601229546170913e+00 7.840752460284550196e+00 9.936342316448552481e+00
9.882752378408591554e+00 8.488024478072897949e+00 9.411510592416215459e+00
9.851376189528339822e+00 9.142425702516455033e+00 9.625456118752115486e+00
9.668926571136660542e+00 8.410439779397943738e+00 8.703963323280158093e+00
9.350997355203777062e+00 7.661364679723170923e+00 8.920568018351296757e+00
9.586918943023960082e+00 7.729004716647700945e+00 9.305755323901419018e+00
8.472444841613262057e+00 8.177922598166512458e+00 9.733879264218785465e+00
8.082517211534060664e+00 9.891078560963359578e+00 9.659418208636601832e+00
8.079783016574083376e+00 9.588253519495694377e+00 9.964463682823261337e+00
9.837701544953620925e+00 8.369231916454868525e+00 9.964850933596540727e+00
9.612788718760565843e+00 6.256651086340099255e+00 9.688951857755929709e+00
9.716034387728626598e+00 8.809487820559047222e+00 9.318331786843083719e+00
9.978335333479421365e+00 8.645960228175590956e+00 9.463301783971461489e+00
9.405329104782580885e+00 9.539845643601708503e+00 8.727615483897078974e+00
9.340995592008132675e+00 9.603469232268119882e+00 8.833052503564696067e+00
9.562466178477672329e+00 9.470673908127057672e+00 9.515475099601779618e+00
9.385255901706095472e+00 8.829322361925205698e+00 9.275010069030779292e+00
8.607073269922075553e+00 8.342916896224313206e+00 8.881430533846929265e+00
9.779724698189685483e+00 9.772187941049855553e+00 9.583307201664805319e+00
9.346896546265483607e+00 9.470069422636768763e+00 9.424751957672338420e+00
9.228765555624683259e+00 9.038696239534626642e+00 9.732162930571535142e+00
9.682155402695968860e+00 9.397261976292428542e+00 9.702299096099194387e+00
9.956620154709147741e+00 9.893105944595891543e+00 9.813351662758456939e+00
9.889877074878970831e+00 9.378413011434084012e+00 9.723325390797500134e+00
9.861226185989842463e+00 8.152540491765863706e+00 9.963272658920402591e+00
9.693010549689208943e+00 7.048587652673961479e+00 9.848504293214281446e+00
9.067649854698588641e+00 6.057504943722740620e+00 9.428922712372251880e+00
8.867863331190049436e+00 8.099505327944513056e+00 9.679003431773606891e+00
9.148976886472626191e+00 8.659884662226879470e+00 8.929390317253812270e+00
8.739461479085486317e+00 8.550017677074393418e+00 8.857952046617244335e+00
9.534528729396400948e+00 9.159410954318104814e+00 8.702273692811335337e+00
9.661996258074426080e+00 9.476709348041328695e+00 8.858480552140445496e+00
9.827831625271878480e+00 9.724790081411889275e+00 9.448242914289915362e+00
9.994664725738861222e+00 9.621969796309125300e+00 9.122036427719775631e+00
9.390178302457307780e+00 9.758762572913443734e+00 9.505338225009152708e+00
9.179114828572934925e+00 8.341729945192030371e+00 7.910406513532693751e+00
9.880707083959068271e+00 7.797211999195785559e+00 7.042001302948630581e+00
9.317979939605308459e+00 8.750394448630764543e+00 8.271453064430707158e+00
8.727212237050219201e+00 8.742860835340831471e+00 9.850102814075199831e+00
9.469182410201009148e+00 9.416093562718543808e+00 9.310262955198577828e+00
9.576385733488233853e+00 9.564165063313151194e+00 9.259475212705524427e+00
8.579960451017411671e+00 9.196612508013318532e+00 9.023880424065325201e+00
9.740184229488384915e+00 9.733857019245929720e+00 9.341516419845298458e+00
9.341029014433136268e+00 8.961961157875132145e+00 9.557757283361560496e+00
9.035800649653014105e+00 9.431069310742367762e+00 9.709973763944489633e+00
8.188388076310328501e+00 9.244141258079348944e+00 9.916038995253826371e+00
8.445329680427008157e+00 8.324258427281911565e+00 9.023647114076442932e+00
8.696150375065156979e+00 8.784905855003808384e+00 9.477457092675447115e+00
9.034295828517107552e+00 9.399696560395288003e+00 9.569799860180655315e+00
8.992093468145004209e+00 9.600217538817807039e+00 8.720682819134193409e+00
7.805862934356294858e+00 9.552940929567371953e+00 6.869796106332081820e+00
8.422881273645762334e+00 9.608187715684071151e+00 7.582733464950795366e+00
9.607140578520990459e+00 9.944628888672838229e+00 7.754003540137579087e+00
9.769094044116682696e+00 9.929108562818255379e+00 9.798039880382074074e+00
9.719671314854540611e+00 9.192248216639633540e+00 9.953028057390147509e+00
9.857881892989187378e+00 9.847717210561350853e+00 9.423621642490504158e+00
9.673717075547649813e+00 7.802297560720041325e+00 9.207144137668761275e+00
9.653958223640939806e+00 9.911008780052728895e+00 9.289129675037557377e+00
9.915206876240032940e+00 8.402509804987911224e+00 9.383536282219397506e+00
9.967109328768604115e+00 9.363156913393728686e+00 9.498614077413810364e+00
9.988627190817350510e+00 9.828885439535604007e+00 9.848405607577991105e+00
9.711569145449454155e+00 9.951160490882678289e+00 9.738313830446251984e+00
9.744431909308092443e+00 9.915662642088465262e+00 9.673162661946001606e+00
9.028759805838319608e+00 9.924205685915058694e+00 9.802899162901407948e+00
9.851048138710238433e+00 9.915638783403439405e+00 9.869761726288205139e+00
9.117516198104162584e+00 9.979216312886277862e+00 9.166755935981921510e+00
9.262705140884490262e+00 9.950181261991529524e+00 9.669640127107776095e+00
7.591178448683379543e+00 9.857172580395360484e+00 6.396588944343395866e+00
7.044153375493297453e+00 7.794003365527129468e+00 9.772898109060806249e+00
6.246207206090341302e+00 9.064686390309731223e+00 9.851212086414516733e+00
8.122759129218845686e+00 8.103310639073917798e+00 9.995801124196859178e+00
8.324979587553283267e+00 9.136546828652251762e+00 8.962339361699822149e+00
8.661103714940757925e+00 9.922419389732114681e+00 8.314288993090594104e+00
9.884880632337763373e+00 9.595480787370391340e+00 8.459229032340887855e+00
9.833556560424566939e+00 9.390403284259560834e+00 9.015438561623165370e+00
9.970917383784247079e+00 9.887356037673384890e+00 9.009252193311571233e+00
9.402710444524075228e+00 9.423860290846183929e+00 9.973199215932512018e+00
9.157933169460566347e+00 8.212082120839227173e+00 9.836466981694286460e+00
9.884324974960321697e+00 8.091305070437520897e+00 9.481161322872891262e+00
8.448457178012768409e+00 7.512974337989231977e+00 9.417680823923410216e+00
9.614627832426343446e+00 7.277283487386538852e+00 9.064799743195763426e+00
9.307193483554634383e+00 8.295354155047407474e+00 9.170729802292711952e+00
9.299368097204675720e+00 8.773530984580917291e+00 9.789928491837732949e+00
8.045680661687883983e+00 9.794365722398261198e+00 9.327447113518136490e+00
8.573225045802976396e+00 9.634911657365936577e+00 7.902272608048764191e+00
9.923725503037076123e+00 9.556132879303264716e+00 8.645864809853684108e+00
9.783210184759017380e+00 9.754986435518938848e+00 9.826411277835157776e+00
9.706514092118858628e+00 9.088338138304525415e+00 9.855748045554586056e+00
9.431329198303023631e+00 9.021050191894646630e+00 9.830431445809521662e+00
8.662968951954887586e+00 7.436149934541758100e+00 9.351430926534968435e+00
8.827638350458572702e+00 6.981815592915415536e+00 8.633676831072067515e+00
9.045582862301561278e+00 9.188281373081654380e+00 8.925008339505698274e+00
9.541896810577650712e+00 9.325084645941149830e+00 9.717504910266500318e+00
7.678894042685707078e+00 9.538028381740099704e+00 9.643436381088745790e+00
6.849698799411142680e+00 9.289701505152638816e+00 8.610116631472694237e+00
9.783477127314890609e+00 8.944210103202603790e+00 7.732835955519467674e+00
8.785492135862963181e+00 9.134139732204305417e+00 9.608625933196400126e+00
8.925041564838188890e+00 9.727068363271222040e+00 9.581685150257222006e+00
8.908809461652850814e+00 9.660820343489277207e+00 9.833909077754938721e+00
9.044373655187955663e+00 9.764449978282607745e+00 9.224050695110316056e+00
9.576701666718104633e+00 9.087064254591213697e+00 9.661392626483454649e+00
9.970975718409608390e+00 9.872303567732807039e+00 9.241457959277155965e+00
8.976825866274586119e+00 9.300771635554887951e+00 9.372339502489980489e+00
8.795865775540336884e+00 9.468331638232697856e+00 9.906775622288579441e+00
7.746404323795442082e+00 9.313898135875735562e+00 9.581358076013483327e+00
7.472858169731098954e+00 8.786462113932406837e+00 9.184915729369448556e+00
9.076557095074033299e+00 9.424108091911371332e+00 8.466113651805937224e+00
8.960301160824649003e+00 9.021616958796911945e+00 8.469852974418420999e+00
8.752487665506100356e+00 9.739833909603616391e+00 9.272647575361297356e+00
8.699259367047224245e+00 7.865999072916376456e+00 9.674340153327831260e+00
9.393791207895093365e+00 9.762450366396970836e+00 9.367664479722778381e+00
9.554027665424039029e+00 9.723094597946293050e+00 9.581561785929173070e+00
9.606114579829698741e+00 9.727309838712219658e+00 9.791866919400547431e+00
9.002593923080736360e+00 9.622110936139254278e+00 9.839072967560765548e+00
8.652305408250528629e+00 7.789055405676909238e+00 9.257202832679412907e+00
8.896763296548886757e+00 9.083439598247460722e+00 9.966033774841530857e+00
9.061568449160235517e+00 8.178668503990593308e+00 9.820879204710031729e+00
9.226215574622969484e+00 9.726325724889244739e+00 9.626411692817137933e+00
7.634149143673978344e+00 9.858854381170903736e+00 9.634181440975781996e+00
8.518115622433491296e+00 9.921386463486580709e+00 9.572642229830872651e+00
8.068257955577852414e+00 8.853330844971953439e+00 9.808042768293660174e+00
9.838458050991729209e+00 8.980234750294497914e+00 9.067716295463565501e+00
9.385109049625771860e+00 9.496682309400704014e+00 7.851471895459329886e+00
8.967245971886999456e+00 9.716276259226869882e+00 8.340642077358760176e+00
8.554040283255137211e+00 9.838586304336052635e+00 8.570586585829671478e+00
8.967309445766900922e+00 9.063320467262698799e+00 9.740744688075137603e+00
9.531389042452687477e+00 9.475815823743522159e+00 9.686536893882321309e+00
9.912097225989404237e+00 8.775579740641241244e+00 9.836562851960961140e+00
8.728303899919485076e+00 9.525711916078435593e+00 9.697468022328074255e+00
8.966581833271799695e+00 9.415672575180028758e+00 9.514302422667592296e+00
8.698053973014006957e+00 9.513023283752943371e+00 9.638191686873188502e+00
8.613360273560115132e+00 8.267176895474438680e+00 9.869128035177967107e+00
9.843788382426097883e+00 9.394560623961805135e+00 8.211839726191003663e+00
9.124417996228462613e+00 9.608174515392947868e+00 7.444960953488888755e+00
8.105522671341313767e+00 9.345149222346949003e+00 9.650404379979985237e+00
8.405954418772989101e+00 8.917675860724948222e+00 7.454007480778097161e+00
8.405044992412193494e+00 8.502938034698420466e+00 7.277781497942026334e+00
8.033877930703113179e+00 9.606443913569373549e+00 8.463268280647122666e+00
8.761423379989699001e+00 8.676252265864736302e+00 9.130078998639836740e+00
9.498723420919830573e+00 6.903552109244202484e+00 7.962414050304660762e+00
9.618155257159298088e+00 9.748267921951233816e+00 7.824169389546446141e+00
9.898652993250632193e+00 9.320394796379977365e+00 7.216808719496289548e+00
9.343877641702224679e+00 9.443315504521379466e+00 7.576084580149696990e+00
8.419893931995286351e+00 9.367178152001697455e+00 8.242435438979589080e+00
8.985539618303196363e+00 8.752865736343018455e+00 9.461367062946809625e+00
8.548667859314237560e+00 8.165982677246303112e+00 8.934958204553241856e+00
8.766769550690650448e+00 8.483817023043826566e+00 9.177020842225346087e+00
7.320422363033571855e+00 8.485947500576859426e+00 8.479493021519433071e+00
9.061270135184031460e+00 9.054900057226928922e+00 8.528098331753042771e+00
9.867915782329790275e+00 8.403687629105501600e+00 8.735778986503438759e+00
9.896518360887746724e+00 8.244002701620619433e+00 9.708848028613111580e+00
9.859912809970856173e+00 9.490989812214005283e+00 9.801672147613798458e+00
9.122675412720237631e+00 9.045602601413817112e+00 8.414880987012308466e+00
9.915876511063419940e+00 8.975745531038114677e+00 9.320931560585696829e+00
9.315836361028225099e+00 9.472386670469166603e+00 9.840998371488943519e+00
8.324329208851995787e+00 8.934004204878354116e+00 9.166573157664313243e+00
9.973127045342378594e+00 8.791167263974219992e+00 8.694019866138667396e+00
9.153426868758959500e+00 8.814638356904008987e+00 9.897993654465453872e+00
9.359113370377617258e+00 8.063223294821229459e+00 9.939577946920220342e+00
9.202218023102979316e+00 9.126610895083292263e+00 9.516735399025868958e+00
8.515344257267869921e+00 8.859214222930637206e+00 9.757139054055752325e+00
9.017664973267535800e+00 9.210904872581942016e+00 9.500963676282422554e+00
9.021473713191406674e+00 9.756702622670450964e+00 9.552667455569748611e+00
8.701429516964156008e+00 9.513346305723317187e+00 8.916483012637858252e+00
9.378725642825100905e+00 8.562699112265862667e+00 9.863980170775834111e+00
9.470845732395323679e+00 8.924417669348390092e+00 9.712291355866444320e+00
9.605043476625123589e+00 9.951231532798210822e+00 8.690872837454493904e+00
9.874906054900757013e+00 8.823742480095383200e+00 8.862010884980611181e+00
6.509759886158770215e+00 8.644258124748215977e+00 9.383898660098335398e+00
6.721816140712684629e+00 8.749223378512919425e+00 9.570418953370307236e+00
9.443543547846902086e+00 8.994315095320024156e+00 9.825800528505213904e+00
9.920302161683443032e+00 7.429609533480601158e+00 9.771132064015896290e+00
9.904424444235965908e+00 9.195573690338864736e+00 9.255790418409887366e+00
9.544906180295580356e+00 8.697849467057389816e+00 8.277835660195414391e+00
8.872594389418939187e+00 8.293380234562444997e+00 9.297661745397947541e+00
9.570800428051040143e+00 8.891626678901520364e+00 9.652990442316971453e+00
9.221513584200206282e+00 7.363434843668896335e+00 9.968306069369486266e+00
9.988417697418135788e+00 5.789087735286739367e+00 9.589163894878081962e+00
9.883332457365767709e+00 9.596565140919592451e+00 9.422501620186126914e+00
9.406034096700397029e+00 9.064686124594118155e+00 9.289158969612287819e+00
8.674600273020631747e+00 8.954965540456294448e+00 7.539114575820876851e+00
9.902489750997887086e+00 8.732424970326013280e+00 7.825819704512579023e+00
9.743357266400824557e+00 8.797555216930685873e+00 9.221068816403249713e+00
9.347684957468418432e+00 8.400971231156853847e+00 8.305471159221729849e+00
9.783176324005955493e+00 7.752960037578417563e+00 7.963259540209707055e+00
9.896036988790740452e+00 9.813727248292142491e+00 7.977571998900461203e+00
8.885025744822415916e+00 8.495113776032807706e+00 9.917665062499134265e+00
8.769252694983602936e+00 9.251380533242318904e+00 9.780919576512744129e+00
6.904257020590220506e+00 9.798477014328492274e+00 8.168212133938299147e+00
7.125374231479121967e+00 9.205099996451941990e+00 7.744199105885796186e+00
8.595840360780098166e+00 9.040229251433061108e+00 8.439310479539740228e+00
9.649918397255319746e+00 8.921591803441899060e+00 9.882605903941549030e+00
9.699711543201221531e+00 9.275494330201709658e+00 9.011128823177564584e+00
9.974264248554552736e+00 8.806751087069109474e+00 8.805725566177841301e+00
9.729003534091880567e+00 9.289617883894994321e+00 8.419776630096734493e+00
7.892159434656976558e+00 9.902647160172620033e+00 8.293329712768766626e+00
