time.decay.1	time.decay.2	time.decay.3	
1.045647555436064806e+02 1.097185346907313459e+02 9.880301734536303115e+01
9.726827272394555735e+01 9.475735924251671349e+01 9.627435956575374121e+01
9.706793371046526886e+01 1.104803164511975240e+02 1.082157859862265070e+02
9.538650390983748650e+01 9.593262934495508887e+01 1.141125862787348950e+02
9.004504072084340294e+01 9.287428081604556951e+01 1.156959350160158948e+02
1.047231534931371186e+02 1.058261557082543902e+02 8.854664121952626488e+01
8.395431000987565540e+01 1.034611870643456371e+02 1.047304060836684130e+02
9.161385292076904818e+01 9.620816437403266264e+01 9.662329419060051805e+01
8.237429506334437690e+01 8.863904141051776264e+01 1.032546912230991580e+02
1.095808319513517972e+02 8.111832598027470453e+01 9.428671828936103338e+01
1.017067858651491576e+02 8.235463732035847784e+01 9.122794454744912684e+01
1.116018540748297738e+02 8.293619697580137995e+01 9.158602224892098320e+01
8.959099360330802142e+01 8.892435676787204102e+01 8.693357292868648756e+01
1.058116689443578196e+02 1.070522005748394747e+02 8.553654654584590844e+01
8.686883892345865377e+01 9.608028667736869011e+01 9.234825130798435566e+01
8.024359396350209295e+01 9.863080221504192480e+01 1.058220723436783288e+02
1.186153994755406416e+02 9.079416967935449634e+01 9.911293306661153224e+01
8.962424405251286430e+01 1.153025470858827362e+02 9.710656937135306066e+01
1.063369975477666145e+02 9.902132625800334154e+01 1.029449039893193003e+02
1.055784225836798242e+02 9.562831811502303481e+01 1.006368026876740629e+02
1.063626496102574777e+02 1.024417317815806996e+02 8.879524617547446041e+01
9.660092140187205700e+01 9.660863462357656317e+01 1.077606343820679626e+02
1.048316884409837542e+02 1.053947071775654365e+02 1.018115199409628957e+02
1.087105821218317772e+02 9.172303323729691726e+01 1.060775882175286000e+02
1.056125340106952422e+02 8.832424699110512734e+01 9.430651014143747091e+01
1.022549703592243588e+02 7.942252798253687729e+01 1.096071608687622216e+02
9.186643044334849151e+01 1.164864083143614835e+02 9.678430850004494346e+01
9.740208309817076326e+01 8.404176078428841379e+01 9.188868547034503820e+01
9.399448515681623917e+01 1.000390883097065853e+02 1.164332107701789454e+02
1.043014032425713538e+02 1.056516759005763220e+02 1.024290497967543843e+02
1.103763113335920139e+02 1.108295418962364636e+02 1.111723042512952020e+02
9.010695966867506002e+01 1.168322304866146624e+02 1.090726982132372598e+02
1.120893748651451460e+02 1.157513515619593818e+02 9.858130277455958890e+01
1.026668965073374977e+02 1.121015880572938528e+02 1.095829710009034414e+02
8.399922664110016512e+01 9.279095517303963447e+01 1.074247596156904478e+02
1.003731565344730825e+02 1.241998886952081449e+02 1.101383201456096401e+02
1.027124566376252517e+02 1.257663963008710653e+02 1.036478348988364644e+02
1.047607597908720294e+02 1.116158114455027572e+02 9.578947392626281498e+01
9.348029927079491586e+01 7.049205803296612771e+01 9.301194660414087423e+01
8.549731826913193800e+01 1.149158685404171507e+02 9.226536365072639967e+01
8.991114492442298456e+01 8.575306858353259543e+01 8.966851244734651516e+01
9.640922454768646332e+01 9.609138945148423261e+01 1.013581327126186977e+02
9.209682984502775582e+01 9.976061232690481972e+01 9.883641052394847293e+01
8.841796780809987411e+01 1.217236510473925364e+02 1.002341623731172433e+02
9.150264075376898631e+01 1.195342183893553454e+02 9.821237625391691495e+01
1.069641475803578885e+02 1.305650044634453764e+02 1.035811248574833172e+02
1.049076816119645628e+02 1.301827327665292842e+02 1.069665179587483266e+02
9.989911070102102997e+01 8.879006847042533934e+01 8.900828404732769172e+01
1.015224203453628178e+02 1.131380634035143373e+02 1.022814511454225510e+02
9.509861070803901839e+01 1.026726200665660400e+02 1.160811049824888244e+02
1.003760852081621522e+02 1.107393703094689101e+02 9.647314363887713284e+01
8.860903468964170315e+01 9.020038364704323897e+01 9.731467500866089892e+01
1.062382610780307743e+02 1.127508438774612216e+02 1.028739353181359775e+02
1.004107998083278659e+02 8.952139507968743715e+01 9.781259577717966636e+01
9.085935611870306161e+01 9.069190491491130501e+01 9.316708456029761010e+01
1.037332070535751285e+02 1.113788839275343321e+02 9.111595584655078994e+01
9.720448934557423115e+01 1.088330392151943329e+02 1.141377873174220809e+02
1.073804888182060324e+02 7.849150726581504500e+01 1.283238777575192557e+02
9.339675325253405447e+01 9.254950451730096006e+01 1.180411772687465799e+02
9.344566381932003196e+01 1.059788758417610239e+02 1.135897747492952305e+02
8.643006574966659628e+01 9.472065151425000806e+01 1.256173956463910315e+02
1.166906727661907723e+02 9.373573205987459289e+01 1.047605569004060584e+02
8.855856041850985605e+01 9.694923136214282522e+01 1.022561904279717027e+02
8.861045154134893664e+01 1.013832972842394469e+02 9.631426669594138446e+01
1.080575560781042270e+02 1.002520829023595894e+02 9.559110991584766737e+01
1.047930365639304284e+02 1.008459559521892004e+02 8.712184962042816494e+01
8.086123662574490822e+01 1.023890522978597346e+02 1.130306894801063038e+02
1.054443322935137246e+02 9.826509525385105803e+01 1.125832018703000017e+02
1.109023012881892214e+02 1.023439843890484724e+02 8.990102677495454486e+01
1.079418863454862816e+02 1.041848224106554994e+02 8.862654027360463260e+01
1.079296965597351914e+02 1.043560865805180811e+02 9.283255057809839172e+01
1.024556958037425147e+02 8.393586671206898586e+01 9.737269490427731000e+01
9.751763656669771763e+01 9.104857865789192317e+01 8.729862903287599352e+01
9.786116062550486561e+01 8.211522444709136437e+01 9.196048661518706524e+01
1.043177433144306150e+02 8.951139134277408971e+01 9.989605220352932236e+01
1.003297363908966844e+02 1.063400883066582310e+02 8.218588785751315129e+01
9.110114910349491879e+01 9.947258057533687747e+01 1.047264507825917264e+02
9.194213562801412820e+01 1.028422345124629089e+02 1.084129739503782588e+02
1.045188113763226170e+02 1.086501202780413990e+02 1.016078660159172102e+02
9.234936236948971100e+01 8.309419892392132567e+01 1.009486492607898214e+02
9.193288034514878859e+01 9.017995202509580110e+01 9.684258246634135503e+01
1.013751378164742221e+02 1.087848543901053660e+02 1.089506764786644482e+02
8.944140538305639154e+01 9.153451770488912587e+01 8.661916596449074746e+01
9.088286895202317339e+01 1.006016816221333556e+02 1.020169479666401458e+02
9.802335334675416334e+01 1.010104281738314000e+02 1.075618138899839664e+02
9.550277883627941833e+01 8.388430573590508743e+01 1.041196811875195465e+02
1.017210493023409583e+02 9.057360645934016929e+01 1.043976206260354900e+02
9.700035874300775163e+01 9.962252817244741721e+01 9.874705934646506478e+01
9.758202480985342220e+01 1.018062329848495295e+02 9.788225817989047073e+01
1.045371220018856206e+02 1.035447685963430615e+02 1.013912982259570015e+02
9.381135702833321943e+01 9.693610481675293045e+01 1.122869270492161604e+02
1.061439225778216837e+02 1.089897722239764590e+02 9.665837973712170594e+01
9.684823029732913824e+01 1.064595482316457833e+02 9.770026988993737405e+01
8.725297949776283701e+01 7.839256369566419380e+01 1.103506486322704063e+02
1.124924911655705273e+02 8.239457047586682847e+01 9.928669721302685502e+01
8.284102998561078834e+01 8.484105593338277629e+01 1.163101679349685469e+02
1.053147259347842777e+02 1.123113473352588869e+02 1.016818914336500228e+02
1.022047544574231352e+02 1.019755147509956572e+02 9.232987009200672901e+01
9.815589462706952872e+01 8.396524833947745492e+01 9.542195878853635804e+01
9.125161167740004942e+01 8.763179742192576782e+01 9.804120131748891254e+01
9.229351206350668235e+01 9.511103591682251590e+01 9.654473110608569186e+01
8.936381998056619125e+01 9.339319437029057269e+01 1.021856476794935276e+02
1.090495101427864171e+02 1.150689011205890324e+02 1.008143603250196918e+02
1.034050752596850202e+02 9.610082054933937457e+01 8.561279407648191864e+01
1.011861222422634228e+02 1.036625995702321745e+02 1.016698213107209483e+02
9.762948742683596492e+01 1.026686373702894173e+02 9.938122229160811116e+01
9.968164810542305077e+01 1.195740642254025374e+02 9.431139089409926157e+01
1.005146250186586059e+02 1.164723225715918034e+02 7.698120167149241411e+01
1.044464924593689545e+02 7.685030456817828792e+01 7.314667493485072214e+01
1.119243993963097807e+02 1.054015215312497844e+02 1.096644543256473696e+02
1.143435252170012291e+02 1.074334785499086138e+02 1.126062547561322873e+02
1.051245344415646770e+02 1.082615260193501712e+02 1.097822234239622361e+02
1.030843984213047833e+02 9.419589568616929398e+01 1.052000766408623917e+02
8.969565242882151779e+01 9.703411336084349159e+01 9.194482042380063547e+01
9.363633243707496945e+01 1.018874764592000872e+02 8.593194693819383190e+01
1.157711430221435336e+02 1.125536424777653508e+02 9.330705708192664360e+01
1.080390644522473309e+02 9.399526802390629143e+01 1.202894820825053870e+02
8.856982163000591868e+01 9.345773982604814023e+01 1.111845253503608859e+02
9.280002190561828002e+01 9.377493083180166877e+01 9.688170760792688441e+01
8.526642475933148546e+01 9.123507325267502210e+01 9.710942737869262942e+01
1.034177512830671475e+02 8.894371411807655647e+01 1.179014937957066280e+02
9.329905838931446738e+01 8.945072516737455715e+01 1.160824225803478384e+02
1.007429309097741736e+02 1.098527042771781908e+02 9.895592863935266337e+01
1.007190041618356418e+02 9.623524899760107587e+01 9.895568740094932991e+01
1.059629609759424511e+02 9.733563153905247134e+01 9.213140081750786692e+01
1.086923413653119184e+02 9.951488038962212102e+01 1.085892515798137339e+02
1.078268994463490316e+02 9.871226120727881437e+01 1.041871126152809808e+02
9.530182704330121624e+01 9.282650736135852299e+01 1.100015546141747649e+02
1.019690141837279214e+02 9.354419597936770003e+01 8.790606952397888563e+01
1.053635329498430622e+02 8.863955245869712485e+01 9.516002874256435007e+01
1.235659386251850833e+02 1.104756165576101807e+02 9.324446795688093914e+01
1.088420930003430840e+02 8.930220927649793339e+01 9.669218257346737744e+01
8.774199198993652260e+01 1.020735038589675128e+02 9.141590227114522804e+01
8.885353564634819179e+01 1.042250111895064322e+02 9.451195500691595441e+01
1.018325457557617000e+02 9.574036041743940473e+01 1.016580075196081623e+02
9.722204959381880940e+01 1.146970063146152654e+02 1.201967331797545597e+02
1.070388533961240967e+02 9.786547642270235770e+01 1.028737995750179550e+02
9.648393592561691889e+01 9.337597862261263515e+01 8.123528673989790150e+01
8.748336170875538187e+01 1.088885258420662012e+02 8.314007424169722071e+01
9.908457241159247531e+01 9.357814240698330366e+01 8.773495635580670182e+01
1.014502387158473198e+02 1.025228520067013278e+02 7.794520989504584918e+01
9.809806584730281998e+01 1.038523400275727084e+02 1.090663293000509668e+02
1.059025037174976518e+02 9.531500073700068754e+01 8.716474231027366670e+01
9.617813104876026387e+01 9.384440567796170285e+01 9.308358951919262836e+01
8.891603611995951439e+01 1.062860609039560984e+02 9.973520701454316395e+01
9.755594280619807535e+01 1.032977951053682943e+02 1.015031946495192869e+02
9.271809093762372811e+01 9.851377655059884830e+01 9.171330807813845354e+01
1.001739033684604010e+02 1.067968254718238654e+02 9.131685005990526349e+01
1.063950040490944673e+02 9.236059280931414150e+01 1.037490723966476480e+02
8.924309667703676041e+01 9.423678254678131339e+01 1.096775477917151420e+02
1.006385274837385282e+02 1.171868796498649772e+02 1.005594857410550702e+02
1.173461062107882356e+02 9.052267722916597847e+01 1.041169875799081552e+02
1.174608696757331643e+02 9.618079871481103282e+01 9.472765489804851313e+01
7.871126784724279446e+01 1.113615941672370298e+02 1.028580984794835729e+02
9.673243179778415879e+01 9.480635922165909335e+01 1.015723309658801838e+02
1.049563617432330034e+02 7.833056048419174999e+01 1.188593698692635883e+02
9.623292245366251052e+01 1.078619733071403175e+02 1.162732103744748855e+02
1.006901639779783011e+02 1.198747582757304571e+02 1.017799460639905362e+02
1.007895378576040599e+02 1.051411003408010743e+02 1.069779380427774242e+02
9.883935354990316569e+01 1.136890010523099903e+02 1.069447702844605601e+02
9.880438888144854559e+01 8.016074265698259182e+01 9.768026959494858374e+01
9.273816993129969433e+01 1.003555217981118943e+02 1.036299832568539614e+02
9.346166662081512300e+01 1.061477824698758354e+02 1.022975728358530887e+02
1.231333599326067514e+02 1.002464883949618155e+02 1.082817024006304365e+02
8.088346958473424309e+01 1.042381662939586988e+02 1.006897435426913603e+02
9.960573657293714689e+01 9.050037135219660911e+01 8.973116655666632369e+01
1.023809578779943479e+02 1.128910885394748931e+02 1.088370808234384839e+02
9.457082292001305746e+01 1.019536707782057618e+02 1.124776939790850179e+02
1.003732255820580690e+02 8.845720058712383604e+01 9.910464420504611383e+01
1.047491584252401822e+02 8.305029962161306401e+01 8.790764687522137422e+01
1.038661677708407325e+02 1.096507940596199546e+02 8.942367784489283622e+01
8.686968348761450898e+01 1.057190675074158435e+02 9.510147931164107149e+01
9.542903019215860638e+01 8.267382976444250176e+01 1.134410978437439894e+02
1.065749157916579577e+02 9.648673231686197482e+01 8.663744309740391714e+01
1.117219620793328687e+02 9.759544333416194206e+01 9.828067505833480766e+01
1.044609649956739190e+02 9.815486947642446580e+01 1.009001639115552109e+02
1.222676076259210305e+02 1.000378376452397191e+02 9.585734525720650367e+01
1.090466055771529312e+02 1.083357606314471724e+02 1.094478103675774321e+02
8.341564910535925037e+01 8.987585682454107427e+01 1.105895893052464487e+02
8.026395079561325474e+01 8.689449264818814811e+01 9.126410864481030671e+01
1.241492659300604373e+02 9.156554409089758906e+01 1.024815097048854113e+02
1.251284825636749645e+02 9.168282558132030147e+01 8.637071856390265623e+01
1.093423965600589725e+02 1.023171121305648086e+02 8.131017830358079834e+01
9.053588837891241781e+01 1.013663853764858089e+02 7.708593296664730588e+01
8.995934537864297909e+01 9.775374250504638951e+01 9.888570440884353729e+01
9.940560932146424022e+01 8.334030467028378553e+01 1.062037602264267235e+02
9.962229641641039279e+01 1.171054734471390191e+02 1.106716984410266775e+02
1.099318105886580952e+02 1.172326722971419457e+02 8.607190996165303432e+01
9.940420485006305285e+01 1.073023956102512955e+02 8.269047956228324381e+01
1.011352849343219873e+02 9.363223083200554697e+01 8.410489981281010330e+01
8.142790684395853873e+01 9.620157987671311162e+01 9.246363340520281326e+01
8.104479466678594690e+01 1.096462437808109200e+02 1.005446384621559162e+02
1.031708469035745566e+02 1.068817538965508618e+02 9.157950434881936985e+01
1.144646659323220774e+02 1.120729667394444533e+02 9.019062403985972765e+01
1.054014318560926711e+02 1.114263263626069005e+02 1.030810085270887697e+02
1.045327110606899623e+02 9.179691732532512560e+01 1.013602295874245698e+02
1.005855888268825282e+02 1.065561338348395850e+02 9.597635945797371448e+01
9.897288629424291173e+01 1.128547164080495548e+02 1.046038619801747274e+02
9.910417495286614553e+01 1.110731686249093570e+02 9.691195613569263401e+01
9.367280769926945538e+01 1.110500945983530130e+02 1.022470829093960702e+02
1.034740109122020328e+02 9.227406824746924485e+01 1.019527204382181651e+02
9.528893415569405079e+01 1.093442135321625983e+02 9.076900861491911598e+01
1.062036604525362407e+02 1.057097219167769140e+02 9.016423574902488269e+01
8.183164845764112272e+01 9.868688476658675768e+01 1.031411851859061528e+02
1.054579870044090057e+02 9.819351510288349516e+01 1.007501485764988018e+02
1.053228335589075755e+02 9.066337952748052942e+01 9.980395242867450634e+01
9.477189585256358839e+01 1.023551297326385452e+02 1.192490175331519993e+02
1.023544561931117016e+02 9.685498153786498676e+01 1.203249700513743647e+02
1.010174389761026248e+02 9.221284746110315211e+01 1.130524224440575551e+02
9.853095214823352421e+01 9.914312117963854121e+01 9.434931671854134549e+01
1.135467441490351064e+02 1.034737727581199067e+02 9.470087505099024838e+01
8.976687600317174542e+01 1.042435814332034028e+02 9.091731291179391405e+01
9.089476302381412154e+01 1.028637835262865536e+02 1.096173498056397762e+02
9.697031985154939093e+01 1.168699807851814114e+02 1.109560172892088019e+02
1.069724164537992692e+02 8.425363705124740932e+01 1.024176261885814370e+02
8.875174721767170638e+01 1.084223322765707564e+02 1.013612938526244704e+02
8.190356055020620829e+01 9.725293502641878263e+01 9.831958361416513981e+01
1.179832152453636240e+02 9.210097657655998660e+01 1.004427160906040228e+02
8.446006949189950319e+01 9.593198349444269013e+01 1.023883446357577043e+02
8.608184318734356566e+01 8.987637273097708146e+01 9.518295467721232228e+01
9.406269793620899122e+01 9.552877086827899689e+01 8.687782589246663179e+01
9.674739250823336079e+01 1.017612980486961760e+02 9.061636109717403542e+01
9.603439490833295622e+01 9.463579504281082677e+01 8.300317056481782174e+01
9.796045784957590286e+01 9.403801771644947394e+01 1.151069349349066044e+02
1.045740927316335274e+02 9.220277162146936689e+01 9.220422586898703798e+01
9.967730022917648114e+01 1.034483762014101274e+02 9.714961117155479542e+01
9.593267189805307282e+01 1.016905711181111798e+02 1.039453232792496635e+02
1.135835329151999957e+02 1.413517364257272106e+02 1.075099313984346168e+02
1.064801463062743778e+02 1.406778727139144394e+02 1.204262695383319510e+02
9.725728124580996337e+01 1.382054575057877059e+02 7.707589051936939484e+01
9.996840023621936666e+01 7.889372274798202511e+01 1.157637692150980797e+02
9.140980641732001288e+01 1.040474937566699651e+02 1.263357976092981687e+02
9.216537185552624578e+01 1.078408124722314199e+02 1.221413697219209382e+02
1.067614555898912272e+02 9.043894647422283128e+01 1.013435202279446656e+02
1.101831089879914316e+02 9.095815086117244164e+01 1.037126852791479479e+02
9.153644479555254065e+01 1.048808052127557318e+02 9.033475703681875757e+01
9.422680383946435256e+01 9.734952179250132076e+01 1.106815889184026958e+02
1.048289884783563934e+02 9.679620075523828859e+01 1.060289099527261385e+02
9.570382190936575739e+01 9.649909162784649652e+01 9.227259721749595656e+01
1.016543916004950177e+02 1.030183173284395650e+02 9.534440738907605351e+01
9.566919998811177095e+01 1.079554477315904393e+02 9.930579162164633544e+01
9.935831576567200329e+01 1.087148667962595141e+02 9.552008880885256303e+01
1.048126479994343470e+02 1.058136141084994222e+02 1.024435190384351415e+02
1.085660025745633277e+02 9.002743855605768886e+01 1.003236485974304912e+02
1.016409064360020125e+02 9.775155865434788893e+01 9.643469833184958873e+01
1.083485021844398375e+02 1.021692933369185994e+02 1.058587227665990156e+02
9.554542311302098767e+01 1.092434018499569106e+02 1.002524949832136656e+02
1.039839397949061635e+02 9.588626610538949535e+01 8.231314668110975674e+01
1.042155874134728606e+02 8.323643664510598228e+01 1.181890452401816560e+02
1.058671442337509347e+02 1.026016426977774358e+02 9.894699770476775313e+01
9.010965648228895475e+01 9.379128397500159053e+01 1.028376576237267130e+02
1.210223207119279749e+02 1.037192558599933392e+02 9.828584820746880268e+01
1.175738665888553953e+02 9.084776477545472062e+01 1.007380728625944499e+02
9.639534952647426280e+01 9.153719024974805052e+01 9.925890137297366778e+01
9.227063204585839173e+01 9.415006247245021598e+01 9.541669004418204736e+01
1.044290337852482509e+02 1.031806007222689630e+02 9.994470921891921478e+01
1.097760308435238841e+02 1.053014378194197036e+02 8.563562115710918476e+01
9.801662614957504616e+01 1.043249489281512723e+02 1.072391542288827111e+02
1.024326673761801061e+02 1.010950733740361898e+02 1.027542582870906500e+02
9.721884407805362116e+01 9.964565959928887651e+01 1.037605534015433619e+02
9.307128138502979198e+01 9.971903554584889662e+01 1.065450853321019054e+02
8.405848728741604248e+01 9.727837556986578704e+01 9.200418179329101065e+01
8.488663191331228575e+01 1.007539415503821374e+02 1.035606526653705686e+02
1.096950042654716242e+02 8.990980527593922034e+01 1.033839142363949577e+02
1.095332967814101153e+02 1.008503032293495778e+02 9.300360112138193358e+01
8.768235830230935335e+01 1.091312152199086256e+02 9.116555110061770506e+01
9.384828594355317932e+01 1.172071672768827000e+02 9.890984594574101152e+01
8.762311223358840095e+01 1.206902260603534955e+02 9.970950895553934856e+01
1.031105972870404912e+02 8.451711400532093421e+01 9.798564928851250500e+01
1.036227671496271512e+02 1.201410733607291377e+02 1.030327266056798692e+02
1.039822491976684091e+02 9.976152919457680923e+01 9.425603323314545889e+01
1.203576256841342342e+02 1.002462949375828316e+02 9.357618270239288449e+01
1.166217880267276712e+02 1.281636182912788513e+02 9.237512727966537796e+01
9.173144226761291975e+01 1.158963887708052027e+02 8.959131460521827250e+01
9.695835675534988241e+01 1.126309452796256494e+02 9.579428991345999123e+01
9.115948047122346054e+01 9.436407318325456117e+01 1.052282940093555510e+02
8.883709946524682266e+01 9.092933499599786273e+01 8.767667243076436989e+01
8.395500622008296432e+01 9.958655062711881101e+01 9.169021737996803267e+01
1.102494963211703976e+02 1.019929579250495237e+02 1.029189552790193716e+02
1.098751023881170568e+02 1.072885332492627697e+02 1.094746474327439074e+02
8.765401817508542592e+01 1.043621530287900754e+02 9.534233054357522974e+01
8.375303412399522074e+01 1.036895337734532916e+02 8.776640724968251561e+01
7.882455855829991265e+01 8.703274946023984171e+01 8.760000784943673580e+01
1.241402722571901336e+02 9.494984481774247342e+01 1.022366170889240493e+02
8.716757927231823544e+01 1.173040191000982873e+02 1.013324121673289824e+02
9.905345618346662206e+01 1.236441792357026372e+02 9.775078666167866004e+01
1.155243762058108814e+02 1.183385060592640059e+02 1.023825447968680180e+02
1.029079362465783873e+02 1.124518686326180159e+02 9.820130874504393148e+01
9.652081811573454218e+01 1.030597990050456474e+02 9.931262616235061103e+01
8.952056862559322781e+01 9.803509240640413225e+01 1.024016207466480068e+02
9.301114754071875268e+01 9.273227789459065207e+01 1.091554823237810297e+02
9.179580973672941013e+01 1.042821988262817143e+02 9.418406038993674656e+01
1.002545188977485253e+02 1.007998785257394161e+02 9.220523703966429707e+01
1.161386498762432780e+02 9.443834872198493713e+01 1.095806578719188025e+02
1.072055174835676752e+02 9.769605038394377061e+01 9.749559449304967984e+01
1.052944539904432588e+02 1.041513519146818538e+02 1.046732747523317784e+02
1.054429846887090036e+02 9.973334743120861390e+01 9.727003477810229981e+01
9.424046420276401648e+01 9.866761061307815339e+01 1.057101975766296817e+02
9.326491306384991731e+01 1.003312529310442613e+02 1.031694342512668925e+02
1.063099244079113106e+02 1.059814850444897445e+02 1.093064426812787246e+02
9.524008182851858351e+01 1.097614802631331656e+02 1.161024666822046640e+02
9.587659607014698793e+01 1.082319781403237187e+02 1.065804477407143480e+02
8.491742653840505284e+01 9.657113867886421588e+01 1.095303665695623465e+02
9.568290076325246218e+01 9.481261478573280499e+01 1.035731348139230192e+02
1.056251875783875818e+02 9.807125890583017735e+01 1.016283646146618622e+02
1.160686632565656282e+02 1.034518644061614907e+02 9.744939477087379487e+01
1.174454260286541398e+02 9.383657692622196578e+01 9.967499871038339165e+01
1.164888443901663493e+02 1.041462702743044417e+02 8.134574641469890821e+01
9.678569882655767742e+01 1.004523581831997490e+02 8.797302467045334140e+01
1.000135056415835209e+02 1.071148129313922936e+02 9.119611691663999409e+01
9.229225012762152858e+01 9.972597007922516354e+01 1.056366158998582847e+02
8.540332091292063410e+01 1.055857109501427402e+02 1.040933826526515276e+02
9.592865346105628532e+01 8.898849468273130014e+01 8.135827939743710147e+01
1.066913104089058493e+02 9.158102266879693332e+01 8.143186242037882039e+01
1.038271403186399482e+02 9.365912789743104838e+01 1.138015546682902084e+02
1.031966654626109090e+02 1.083124611965635751e+02 8.666161003779863847e+01
1.075409105474292630e+02 8.787271189769992930e+01 8.316270775292056783e+01
1.195943325751497923e+02 9.279697267829959628e+01 1.073009285614954536e+02
1.024541686995305696e+02 8.941338443362052146e+01 9.675330433918107076e+01
9.648957531726561854e+01 1.009753989579899667e+02 9.469139590788458349e+01
1.084788830421247638e+02 1.098524361770895297e+02 8.449782107002926068e+01
1.117948045735132041e+02 8.982599276183550785e+01 8.770097079285213226e+01
9.946647571684763989e+01 9.632907158787263313e+01 7.862058860108368208e+01
9.313281015714844102e+01 1.185116005479116552e+02 1.218025704806870806e+02
9.453015832114800787e+01 9.776196068516108539e+01 1.161579423496361443e+02
1.051246617185359611e+02 1.108533564961766160e+02 1.022939205283007880e+02
1.002902608107827120e+02 1.072372453050320615e+02 8.941268134482137953e+01
8.843035847300069463e+01 9.469674373348581753e+01 1.074353483353297634e+02
9.825456039855021118e+01 9.682181074520876507e+01 1.103207265889295456e+02
1.091072058387216828e+02 1.040686944275979897e+02 1.005984306502753611e+02
1.095578746584045149e+02 1.019222420140587531e+02 9.426206089975455882e+01
9.263204524194486567e+01 1.013522813408219321e+02 9.612528314519245498e+01
1.267078097842599504e+02 9.185710270765231655e+01 9.029788308286678955e+01
8.687537751480698489e+01 8.644538125073316337e+01 9.637575461445103997e+01
1.114248568120326297e+02 9.500577273081269425e+01 1.007814579542932165e+02
9.916227483099140727e+01 9.546955733011522227e+01 9.127042270991807982e+01
9.962399637989757650e+01 1.028158537919725575e+02 1.157748105951266382e+02
8.693698333307585813e+01 9.323885820781779898e+01 8.809311749515507017e+01
1.100071297221345503e+02 1.178125063021796279e+02 1.128851370806004724e+02
9.879023829460581396e+01 9.719010902348782110e+01 8.355036774883453177e+01
1.001731516942954414e+02 1.026313615142723137e+02 1.094409551709851627e+02
9.877526767670863705e+01 1.030274647546343232e+02 9.938864060928329991e+01
1.012519114182988602e+02 9.343188509572267719e+01 1.011413774948012758e+02
1.097744350213396416e+02 1.068604705589482364e+02 7.983584833895572785e+01
1.033723983123663004e+02 1.095353275879320876e+02 1.057921692310084865e+02
9.832802441734519050e+01 1.144136152484903448e+02 1.014267835380078537e+02
1.059706813690745690e+02 1.083505620451655886e+02 1.011029148506081299e+02
1.056596255480945103e+02 8.377244754588451769e+01 1.028433190935674872e+02
1.102694272363609116e+02 1.190843536792107926e+02 1.042433575589261352e+02
1.172079907386358002e+02 8.457332366364720144e+01 1.004131838467296234e+02
9.750681512654122685e+01 1.181578794317649681e+02 9.170349946682415521e+01
1.133186674764862403e+02 8.395443453459070327e+01 1.052338679404658137e+02
1.057969652210311438e+02 9.813986298995820334e+01 9.991040878244294277e+01
1.068821946581819162e+02 9.843425064224123844e+01 9.190973763966256627e+01
9.758729595630892106e+01 9.963371282457157463e+01 1.066851854849001029e+02
9.383726966212576315e+01 9.729332868083994867e+01 9.150904874185445692e+01
1.039037144685974710e+02 1.014825511981744199e+02 9.239292316825013529e+01
9.876901056362208919e+01 1.220524696248208016e+02 8.729306953818117165e+01
1.030275438276521811e+02 1.196157655141007439e+02 8.851198240713272014e+01
1.045520574611257558e+02 9.296331952682803035e+01 8.980318342035455714e+01
1.130822287064280545e+02 9.168123398424560833e+01 9.005211692497597653e+01
1.226278330129295568e+02 1.013996395486692563e+02 8.513180135773505697e+01
1.259764615667627226e+02 8.967310766380887799e+01 1.116203819477791654e+02
8.086922210618888585e+01 8.876182076342497851e+01 1.135468358329545993e+02
8.242787959422081201e+01 9.578980023019283863e+01 9.639748321152342214e+01
9.279797021746486507e+01 9.990118456348440645e+01 9.205021633002795056e+01
9.548271510623708025e+01 1.193337271721123756e+02 8.897409874251157191e+01
9.643584290076317700e+01 9.276587993171770563e+01 9.606103417777342202e+01
9.684031067170309370e+01 9.264170230776826997e+01 9.255864431985068563e+01
1.004149734716504838e+02 1.043935009904643607e+02 1.031484772675857897e+02
9.727165265406659955e+01 9.241130685294231739e+01 1.013809147424191650e+02
9.627318633921076696e+01 9.878107214802579961e+01 9.986002470072529036e+01
1.044849553473578396e+02 9.411940417041691376e+01 1.009072417842901359e+02
1.074949285993001808e+02 9.272813453391411542e+01 1.029303924930670178e+02
9.045870931283954519e+01 1.103214874188901149e+02 9.508223038276332773e+01
8.898309675204068014e+01 1.104841199263492939e+02 9.992173734521480810e+01
9.686670414655800698e+01 1.188646511126636085e+02 8.959681097162510355e+01
1.102255970537409411e+02 1.042505291895992627e+02 1.121826902553669214e+02
8.677610390824098374e+01 9.473599600344459759e+01 1.065958314516347940e+02
8.846997302282811404e+01 9.035255898413674913e+01 1.122680429566663065e+02
1.066865540463210493e+02 1.009630538375307225e+02 1.119776375156627637e+02
9.059553193259321802e+01 9.648059692323460013e+01 1.115214332780165591e+02
1.095417856096255065e+02 9.930510902499598558e+01 1.104928315918664055e+02
1.045331935112678536e+02 1.013406874908544921e+02 9.312460568288418017e+01
1.026455023008968084e+02 1.020981403493318425e+02 1.078364522889604160e+02
1.018620092564151349e+02 1.029365399527629990e+02 9.495588064572702081e+01
1.005806493474975412e+02 9.872886464372845694e+01 9.200919309746450381e+01
1.025225793995392678e+02 9.976940700128913875e+01 1.041936231226490861e+02
