log.prior	log.likelihood	log.likelihood.test.set
-6.616209113057130935e+02 -4.602844772228081638e+02 0.000000000000000000e+00
-6.553527509844011547e+02 -4.601976398749189912e+02 0.000000000000000000e+00
-6.493067283942109498e+02 -4.604497810349735687e+02 0.000000000000000000e+00
-6.399754691457635545e+02 -4.613334708760644389e+02 0.000000000000000000e+00
-6.384309161269214883e+02 -4.631999485990516519e+02 0.000000000000000000e+00
-6.399491363646869786e+02 -4.643049664252554862e+02 0.000000000000000000e+00
-6.377178404493557764e+02 -4.620000170629842842e+02 0.000000000000000000e+00
-6.402189459388572459e+02 -4.593341580712892096e+02 0.000000000000000000e+00
-6.460982391531669009e+02 -4.606636742106832116e+02 0.000000000000000000e+00
-6.507025819782570579e+02 -4.627862906169415282e+02 0.000000000000000000e+00
-6.497926194197990526e+02 -4.604694063121553427e+02 0.000000000000000000e+00
-6.487123914136280973e+02 -4.607421085416824553e+02 0.000000000000000000e+00
-6.499997895633440521e+02 -4.625897783748888514e+02 0.000000000000000000e+00
-6.440972774393856071e+02 -4.615860572679058578e+02 0.000000000000000000e+00
-6.486306234828717834e+02 -4.624651371867997227e+02 0.000000000000000000e+00
-6.506619797187933045e+02 -4.609683395478647867e+02 0.000000000000000000e+00
-6.575856223747227887e+02 -4.604063239516424915e+02 0.000000000000000000e+00
-6.572303838757636640e+02 -4.590627373235494133e+02 0.000000000000000000e+00
-6.502846789139075554e+02 -4.618705656931173280e+02 0.000000000000000000e+00
-6.506482841864404918e+02 -4.601314496168633923e+02 0.000000000000000000e+00
-6.569557375296845976e+02 -4.604069505996327507e+02 0.000000000000000000e+00
-6.482894938321960581e+02 -4.600030589075091143e+02 0.000000000000000000e+00
-6.578705696286548346e+02 -4.587315693541423798e+02 0.000000000000000000e+00
-6.635868913325302856e+02 -4.593820964846330526e+02 0.000000000000000000e+00
-6.525202995372991381e+02 -4.609579964269961465e+02 0.000000000000000000e+00
-6.505241103788059718e+02 -4.638059074831070347e+02 0.000000000000000000e+00
-6.493111449276923395e+02 -4.609929119171988532e+02 0.000000000000000000e+00
-6.614530180306217062e+02 -4.612234896260987398e+02 0.000000000000000000e+00
-6.577497727209829463e+02 -4.609789107758937234e+02 0.000000000000000000e+00
-6.513867187378107246e+02 -4.585071801524075568e+02 0.000000000000000000e+00
-6.578066482724756270e+02 -4.575984598491269253e+02 0.000000000000000000e+00
-6.565557573507397819e+02 -4.587379339960350535e+02 0.000000000000000000e+00
-6.507363391968438009e+02 -4.625509357645019008e+02 0.000000000000000000e+00
-6.623608248938325005e+02 -4.629780448702902049e+02 0.000000000000000000e+00
-6.636408038835554635e+02 -4.652546637098104725e+02 0.000000000000000000e+00
-6.807433322323557832e+02 -4.628355052576259823e+02 0.000000000000000000e+00
-6.772661160319585179e+02 -4.638240415032871624e+02 0.000000000000000000e+00
-6.812023775586970942e+02 -4.619294817380314271e+02 0.000000000000000000e+00
-6.828683451718253536e+02 -4.577505029902800970e+02 0.000000000000000000e+00
-6.818037900333567904e+02 -4.564134208292522317e+02 0.000000000000000000e+00
-6.762657102573623433e+02 -4.569737997313594633e+02 0.000000000000000000e+00
-6.742627394428118350e+02 -4.560437976194077692e+02 0.000000000000000000e+00
-6.676570909828166123e+02 -4.572708271804215201e+02 0.000000000000000000e+00
-6.716727191240289585e+02 -4.603989178051118643e+02 0.000000000000000000e+00
-6.804824821230126872e+02 -4.615239256811385644e+02 0.000000000000000000e+00
-6.739771807978208926e+02 -4.610435594648091069e+02 0.000000000000000000e+00
-6.737158101926281688e+02 -4.616791892791432019e+02 0.000000000000000000e+00
-6.739082114984245209e+02 -4.605022066956549907e+02 0.000000000000000000e+00
-6.743598165334850592e+02 -4.596748243544384422e+02 0.000000000000000000e+00
-6.826476388630316023e+02 -4.609440671962662464e+02 0.000000000000000000e+00
-6.869187525057967605e+02 -4.566078133603334663e+02 0.000000000000000000e+00
-6.912894312192366897e+02 -4.586025992744404221e+02 0.000000000000000000e+00
-6.823719332859774340e+02 -4.586961105016766851e+02 0.000000000000000000e+00
-6.823658106946188582e+02 -4.610104557081716621e+02 0.000000000000000000e+00
-6.789555046316789912e+02 -4.625718497769383930e+02 0.000000000000000000e+00
-6.824314777348722600e+02 -4.634612831940316937e+02 0.000000000000000000e+00
-6.804849498481080445e+02 -4.639299817474276324e+02 0.000000000000000000e+00
-6.852496479963531328e+02 -4.642032745877136790e+02 0.000000000000000000e+00
-6.871502896313005522e+02 -4.658837347774375530e+02 0.000000000000000000e+00
-6.943111694459095133e+02 -4.638880814432681632e+02 0.000000000000000000e+00
-6.989428475920052506e+02 -4.684040664380359544e+02 0.000000000000000000e+00
-6.900199678420386817e+02 -4.625975811370808515e+02 0.000000000000000000e+00
-6.874843142500975546e+02 -4.673937331233035479e+02 0.000000000000000000e+00
-6.682482333076832219e+02 -4.662307940505876331e+02 0.000000000000000000e+00
-6.643301210527686180e+02 -4.654701170787697606e+02 0.000000000000000000e+00
-6.724435080728283083e+02 -4.643256528015079994e+02 0.000000000000000000e+00
-6.671003995714081611e+02 -4.648788573520868113e+02 0.000000000000000000e+00
-6.740228483031382893e+02 -4.632774006705280954e+02 0.000000000000000000e+00
-6.628404263517688833e+02 -4.637531560052137820e+02 0.000000000000000000e+00
-6.698964547361504174e+02 -4.627852276373152449e+02 0.000000000000000000e+00
-6.604032053711806611e+02 -4.630697611825160607e+02 0.000000000000000000e+00
-6.651336965659726275e+02 -4.624726564259956376e+02 0.000000000000000000e+00
-6.681119414571101061e+02 -4.602455963085699864e+02 0.000000000000000000e+00
-6.780527861706832482e+02 -4.602251759131452218e+02 0.000000000000000000e+00
-6.636922050149718189e+02 -4.611437262748691523e+02 0.000000000000000000e+00
-6.505788979393364571e+02 -4.663210597281948822e+02 0.000000000000000000e+00
-6.464343711343487939e+02 -4.631152973427898587e+02 0.000000000000000000e+00
-6.450780299530495085e+02 -4.638775475630381493e+02 0.000000000000000000e+00
-6.411493653537404498e+02 -4.624137110188992210e+02 0.000000000000000000e+00
-6.359332142513719646e+02 -4.629991712135640114e+02 0.000000000000000000e+00
-6.434063141929764242e+02 -4.644842403062290259e+02 0.000000000000000000e+00
-6.384272561276765146e+02 -4.646319945778976717e+02 0.000000000000000000e+00
-6.334207761876737095e+02 -4.643577983512529954e+02 0.000000000000000000e+00
-6.322693312231090204e+02 -4.620630437454512958e+02 0.000000000000000000e+00
-6.376059168440216354e+02 -4.593923225691069092e+02 0.000000000000000000e+00
-6.455897240969806035e+02 -4.607004474608876308e+02 0.000000000000000000e+00
-6.509167336527627867e+02 -4.640133165085040901e+02 0.000000000000000000e+00
-6.556358103063491853e+02 -4.658423676812408871e+02 0.000000000000000000e+00
-6.521083018933277344e+02 -4.637412858267940692e+02 0.000000000000000000e+00
-6.521618282013408816e+02 -4.629208876353733331e+02 0.000000000000000000e+00
-6.434237749336152774e+02 -4.596152995414304314e+02 0.000000000000000000e+00
-6.436518854446979958e+02 -4.593100314230695176e+02 0.000000000000000000e+00
-6.401027551025606499e+02 -4.600979420683349872e+02 0.000000000000000000e+00
-6.409963833099121757e+02 -4.585391480529507362e+02 0.000000000000000000e+00
-6.485636451249895345e+02 -4.559544597239872701e+02 0.000000000000000000e+00
-6.569768555561457788e+02 -4.547620521989476856e+02 0.000000000000000000e+00
-6.584958298624030704e+02 -4.553657882320200088e+02 0.000000000000000000e+00
-6.571356836502052374e+02 -4.590089944328070715e+02 0.000000000000000000e+00
-6.515854403477792403e+02 -4.598456897068518856e+02 0.000000000000000000e+00
-6.594002864747852755e+02 -4.576842837152681795e+02 0.000000000000000000e+00
-6.503017061594863435e+02 -4.591678823446541173e+02 0.000000000000000000e+00
-6.543447013348404653e+02 -4.618575318615788774e+02 0.000000000000000000e+00
-6.491193007141185944e+02 -4.652200050958285829e+02 0.000000000000000000e+00
-6.434188423747651768e+02 -4.631709173354794302e+02 0.000000000000000000e+00
-6.510104665901626504e+02 -4.632580261855763979e+02 0.000000000000000000e+00
-6.517418814013964266e+02 -4.603104992302748997e+02 0.000000000000000000e+00
-6.546032060204377103e+02 -4.630197466604017791e+02 0.000000000000000000e+00
-6.580753338513394510e+02 -4.641356965287654930e+02 0.000000000000000000e+00
-6.597129522703313569e+02 -4.629827529818540484e+02 0.000000000000000000e+00
-6.533055132767821078e+02 -4.607706029995595145e+02 0.000000000000000000e+00
-6.465146187005284446e+02 -4.619089650689206792e+02 0.000000000000000000e+00
-6.497066543975261084e+02 -4.620332784723481154e+02 0.000000000000000000e+00
-6.466635039578179658e+02 -4.618088477624112329e+02 0.000000000000000000e+00
-6.455230414217099906e+02 -4.643442029547987886e+02 0.000000000000000000e+00
-6.541616330576972587e+02 -4.640720409588545294e+02 0.000000000000000000e+00
-6.613371595182014744e+02 -4.653734109349021537e+02 0.000000000000000000e+00
-6.681390508218348714e+02 -4.621479546960746916e+02 0.000000000000000000e+00
-6.657764730858478970e+02 -4.642533655059565945e+02 0.000000000000000000e+00
-6.757802626002113584e+02 -4.609334120340697609e+02 0.000000000000000000e+00
-6.827396327081069103e+02 -4.590882781909409687e+02 0.000000000000000000e+00
-6.737373093420579835e+02 -4.572449633466676460e+02 0.000000000000000000e+00
-6.666041241929475518e+02 -4.587218315680516412e+02 0.000000000000000000e+00
-6.676948784433581068e+02 -4.625328594025901339e+02 0.000000000000000000e+00
-6.677783062983787659e+02 -4.606067991764967928e+02 0.000000000000000000e+00
-6.581490929592827115e+02 -4.593936642115949667e+02 0.000000000000000000e+00
-6.584257150545480499e+02 -4.601156869334211592e+02 0.000000000000000000e+00
-6.539689874608135369e+02 -4.621050724865975781e+02 0.000000000000000000e+00
-6.381772363573281837e+02 -4.593470364819132783e+02 0.000000000000000000e+00
-6.367974119045450152e+02 -4.620201049006489598e+02 0.000000000000000000e+00
-6.420525532610930668e+02 -4.614166799371650995e+02 0.000000000000000000e+00
-6.492904902950397172e+02 -4.638948618029119189e+02 0.000000000000000000e+00
-6.576000030724865155e+02 -4.609093998904681939e+02 0.000000000000000000e+00
-6.610190263262416011e+02 -4.601680531742497919e+02 0.000000000000000000e+00
-6.658488085398324756e+02 -4.604006163390611732e+02 0.000000000000000000e+00
-6.664638384608955448e+02 -4.605973418291501389e+02 0.000000000000000000e+00
-6.667390283669407154e+02 -4.602512000140287114e+02 0.000000000000000000e+00
-6.724334616527958133e+02 -4.616049735413365056e+02 0.000000000000000000e+00
-6.766944788969207139e+02 -4.619496403013146164e+02 0.000000000000000000e+00
-6.732296866787498857e+02 -4.612530526461434874e+02 0.000000000000000000e+00
-6.650525926371680043e+02 -4.627226346175322078e+02 0.000000000000000000e+00
-6.587091746410856103e+02 -4.625158799813999622e+02 0.000000000000000000e+00
-6.571161783826034934e+02 -4.649147512391923556e+02 0.000000000000000000e+00
-6.491468297491268231e+02 -4.632630844157645811e+02 0.000000000000000000e+00
-6.600143975880571361e+02 -4.687984511190259127e+02 0.000000000000000000e+00
-6.662930789467241084e+02 -4.697750145483098549e+02 0.000000000000000000e+00
-6.767684181972155102e+02 -4.685281766106274972e+02 0.000000000000000000e+00
-6.827526153314714747e+02 -4.682374893844921644e+02 0.000000000000000000e+00
-6.834140328977576928e+02 -4.708704721944632183e+02 0.000000000000000000e+00
-6.822949124067627054e+02 -4.678240588493858922e+02 0.000000000000000000e+00
-6.800059397569550583e+02 -4.697435949703969982e+02 0.000000000000000000e+00
-6.729791964239665276e+02 -4.687287419441156544e+02 0.000000000000000000e+00
-6.792589171204618879e+02 -4.658096504854862587e+02 0.000000000000000000e+00
-6.742332745893644415e+02 -4.649568169549918366e+02 0.000000000000000000e+00
-6.831904363066710175e+02 -4.642674477593746474e+02 0.000000000000000000e+00
-6.936335151526608342e+02 -4.618179594809821538e+02 0.000000000000000000e+00
-6.890261763752030220e+02 -4.663417071359181136e+02 0.000000000000000000e+00
-6.903935593262059456e+02 -4.652082422095741094e+02 0.000000000000000000e+00
-6.732012394802179642e+02 -4.653606981947908707e+02 0.000000000000000000e+00
-6.767922879130187539e+02 -4.633813893734754856e+02 0.000000000000000000e+00
-6.681570329420858343e+02 -4.616516873208859124e+02 0.000000000000000000e+00
-6.677986385385272570e+02 -4.646119411671389798e+02 0.000000000000000000e+00
-6.658606792685915252e+02 -4.613106012735035506e+02 0.000000000000000000e+00
-6.739648247112793342e+02 -4.624583013322865099e+02 0.000000000000000000e+00
-6.749646024559804118e+02 -4.641085802619722926e+02 0.000000000000000000e+00
-6.618875677949407645e+02 -4.637312862002280553e+02 0.000000000000000000e+00
-6.645718021242672648e+02 -4.633053540075749197e+02 0.000000000000000000e+00
-6.625526016143169272e+02 -4.639576320184654605e+02 0.000000000000000000e+00
-6.679768945650276919e+02 -4.624425827254423211e+02 0.000000000000000000e+00
-6.709707645460772483e+02 -4.619954503826116365e+02 0.000000000000000000e+00
-6.707811353161207535e+02 -4.603099790750942475e+02 0.000000000000000000e+00
-6.794286825257094051e+02 -4.604555036415913492e+02 0.000000000000000000e+00
-6.890983188547680811e+02 -4.608980616165387119e+02 0.000000000000000000e+00
-6.781958066236187506e+02 -4.621769281698047394e+02 0.000000000000000000e+00
-6.818600646936237126e+02 -4.611029899739289704e+02 0.000000000000000000e+00
-6.832810485087484267e+02 -4.623405432176995760e+02 0.000000000000000000e+00
-6.796237741262593772e+02 -4.619149448695366118e+02 0.000000000000000000e+00
-6.801332413332993383e+02 -4.642363687689977496e+02 0.000000000000000000e+00
-6.785891187913466638e+02 -4.651686973921612207e+02 0.000000000000000000e+00
-6.803774618598816915e+02 -4.621864810437965616e+02 0.000000000000000000e+00
-6.834212714052350748e+02 -4.619050060248998761e+02 0.000000000000000000e+00
-6.615662018857312887e+02 -4.596777390637137160e+02 0.000000000000000000e+00
-6.591317402446345568e+02 -4.622338362122808348e+02 0.000000000000000000e+00
-6.741756011472815544e+02 -4.627164111502899004e+02 0.000000000000000000e+00
-6.705023242338219234e+02 -4.613526256968148687e+02 0.000000000000000000e+00
