log.prior	log.likelihood	log.likelihood.test.set
-6.715677878023824405e+02 -4.636376309935873223e+02 0.000000000000000000e+00
-6.660351759408584940e+02 -4.638652643344457260e+02 0.000000000000000000e+00
-6.652154021319663570e+02 -4.602369322252527581e+02 0.000000000000000000e+00
-6.599423520230235454e+02 -4.622601352130350847e+02 0.000000000000000000e+00
-6.625542164459330934e+02 -4.655892691331032438e+02 0.000000000000000000e+00
-6.625655198419694898e+02 -4.666245808516962370e+02 0.000000000000000000e+00
-6.611161372271708387e+02 -4.644927995609650679e+02 0.000000000000000000e+00
-6.622932008220099078e+02 -4.656389636338338391e+02 0.000000000000000000e+00
-6.748622428001802973e+02 -4.668484615982868604e+02 0.000000000000000000e+00
-6.760201655368991851e+02 -4.630267362115906735e+02 0.000000000000000000e+00
-6.743406304096207577e+02 -4.636048558223486111e+02 0.000000000000000000e+00
-6.692768185466710520e+02 -4.619867028859148377e+02 0.000000000000000000e+00
-6.863044412064911057e+02 -4.671783718698644634e+02 0.000000000000000000e+00
-6.951529888613076764e+02 -4.678454459028116617e+02 0.000000000000000000e+00
-6.882405272186265393e+02 -4.660515789800959965e+02 0.000000000000000000e+00
-6.849933586705074049e+02 -4.636592189567275000e+02 0.000000000000000000e+00
-6.810164688265480208e+02 -4.647056121090781176e+02 0.000000000000000000e+00
-6.831882135825775322e+02 -4.655883074790113483e+02 0.000000000000000000e+00
-6.861215653947930377e+02 -4.667399168476606519e+02 0.000000000000000000e+00
-6.745270164110404494e+02 -4.661677850409577673e+02 0.000000000000000000e+00
-6.708198412925711409e+02 -4.648340697480690551e+02 0.000000000000000000e+00
-6.691435443783558412e+02 -4.624506013616556857e+02 0.000000000000000000e+00
-6.672504124721547214e+02 -4.627359019244925094e+02 0.000000000000000000e+00
-6.550934735124932331e+02 -4.637427052555408409e+02 0.000000000000000000e+00
-6.551221810615749064e+02 -4.660923318741657226e+02 0.000000000000000000e+00
-6.581823757644087891e+02 -4.634874346053670706e+02 0.000000000000000000e+00
-6.607552924063312503e+02 -4.615246921361036812e+02 0.000000000000000000e+00
-6.659477034521264613e+02 -4.605333170084399512e+02 0.000000000000000000e+00
-6.521797503658864343e+02 -4.618414523662660258e+02 0.000000000000000000e+00
-6.629467954023292577e+02 -4.592663240479594151e+02 0.000000000000000000e+00
-6.628037942513243479e+02 -4.588524589552816906e+02 0.000000000000000000e+00
-6.532642584571080988e+02 -4.616673287722846908e+02 0.000000000000000000e+00
-6.527727578396089712e+02 -4.604410247631481070e+02 0.000000000000000000e+00
-6.490619138441720679e+02 -4.601429458062331150e+02 0.000000000000000000e+00
-6.405579331630666502e+02 -4.593009848859495605e+02 0.000000000000000000e+00
-6.534267235058699725e+02 -4.616879865816330266e+02 0.000000000000000000e+00
-6.597233521679162322e+02 -4.613611507280753585e+02 0.000000000000000000e+00
-6.618012547932971756e+02 -4.608333361650884399e+02 0.000000000000000000e+00
-6.627857558507045042e+02 -4.624059942512463977e+02 0.000000000000000000e+00
-6.670905241783289057e+02 -4.613564416804056236e+02 0.000000000000000000e+00
-6.665126162400512158e+02 -4.634868261250153409e+02 0.000000000000000000e+00
-6.718329669486530520e+02 -4.598700666147813649e+02 0.000000000000000000e+00
-6.676030810641575499e+02 -4.603380815985545951e+02 0.000000000000000000e+00
-6.723105584017440606e+02 -4.570272687808145520e+02 0.000000000000000000e+00
-6.623311479985509322e+02 -4.592531886587388499e+02 0.000000000000000000e+00
-6.591705822332625075e+02 -4.619975131534319530e+02 0.000000000000000000e+00
-6.590232370394594454e+02 -4.618228097124707006e+02 0.000000000000000000e+00
-6.565883314266739035e+02 -4.600289128520284976e+02 0.000000000000000000e+00
-6.504428790529736943e+02 -4.603069315119615794e+02 0.000000000000000000e+00
-6.448006442512045169e+02 -4.604886813680577689e+02 0.000000000000000000e+00
-6.373865610887808089e+02 -4.597364565548492692e+02 0.000000000000000000e+00
-6.387271692356594031e+02 -4.588517372946542991e+02 0.000000000000000000e+00
-6.434111727415796622e+02 -4.586251224851065444e+02 0.000000000000000000e+00
-6.325190176860573956e+02 -4.588924859970973671e+02 0.000000000000000000e+00
-6.271065472710361064e+02 -4.578720747474802693e+02 0.000000000000000000e+00
-6.306121742506300052e+02 -4.595186760341352965e+02 0.000000000000000000e+00
-6.254662127928572772e+02 -4.589344073234003645e+02 0.000000000000000000e+00
-6.242510579469817458e+02 -4.602411339381574749e+02 0.000000000000000000e+00
-6.340240567205083835e+02 -4.588257272344834519e+02 0.000000000000000000e+00
-6.383695635412618685e+02 -4.600036128437179741e+02 0.000000000000000000e+00
-6.318562622113954603e+02 -4.597353489682403733e+02 0.000000000000000000e+00
-6.402838616082865428e+02 -4.613785177088853970e+02 0.000000000000000000e+00
-6.413681106500820306e+02 -4.640411675562202731e+02 0.000000000000000000e+00
-6.504732731134478172e+02 -4.608704258663557312e+02 0.000000000000000000e+00
-6.643365355593145978e+02 -4.609772898106924686e+02 0.000000000000000000e+00
-6.593858494673273754e+02 -4.599503234615806377e+02 0.000000000000000000e+00
-6.541710383227369903e+02 -4.599653976705687910e+02 0.000000000000000000e+00
-6.537810886161677217e+02 -4.619027527875145438e+02 0.000000000000000000e+00
-6.427631929643462172e+02 -4.620119248931530365e+02 0.000000000000000000e+00
-6.497320701347625800e+02 -4.578872813760556824e+02 0.000000000000000000e+00
-6.570214536604258910e+02 -4.591337172242795646e+02 0.000000000000000000e+00
-6.430659531709200110e+02 -4.589497097012980475e+02 0.000000000000000000e+00
-6.450861872390670442e+02 -4.587101591669324989e+02 0.000000000000000000e+00
-6.337851571718059631e+02 -4.616132118271935951e+02 0.000000000000000000e+00
-6.301936118020529420e+02 -4.654268969339584601e+02 0.000000000000000000e+00
-6.352290770910474293e+02 -4.623088799444404344e+02 0.000000000000000000e+00
-6.420547063823235021e+02 -4.607246008739864465e+02 0.000000000000000000e+00
-6.435766909886472149e+02 -4.633273855603237052e+02 0.000000000000000000e+00
-6.520803557314397949e+02 -4.643035288355194439e+02 0.000000000000000000e+00
-6.281339188818199091e+02 -4.619193637717276033e+02 0.000000000000000000e+00
-6.282083334612722183e+02 -4.587249496963132742e+02 0.000000000000000000e+00
-6.340671114081437736e+02 -4.599637666614221985e+02 0.000000000000000000e+00
-6.306900999018188259e+02 -4.607302901201608165e+02 0.000000000000000000e+00
-6.282742009608419949e+02 -4.551263015657733604e+02 0.000000000000000000e+00
-6.283698355927801913e+02 -4.543355075233894240e+02 0.000000000000000000e+00
-6.169467447674334153e+02 -4.579147723086820179e+02 0.000000000000000000e+00
-6.219790954014274575e+02 -4.567080443427859109e+02 0.000000000000000000e+00
-6.289076222734460089e+02 -4.607926044927464204e+02 0.000000000000000000e+00
-6.305247199402830347e+02 -4.608092427913181837e+02 0.000000000000000000e+00
-6.228312532152286849e+02 -4.614336149030613115e+02 0.000000000000000000e+00
-6.269762773275331256e+02 -4.614521548552561399e+02 0.000000000000000000e+00
-6.318303907695475345e+02 -4.636544765797905256e+02 0.000000000000000000e+00
-6.333890539903195531e+02 -4.629892263453183432e+02 0.000000000000000000e+00
-6.320389457522933299e+02 -4.619095833958153889e+02 0.000000000000000000e+00
-6.342087882891124764e+02 -4.598006068333256735e+02 0.000000000000000000e+00
-6.344461118474989689e+02 -4.593282306762459939e+02 0.000000000000000000e+00
-6.346533180773126332e+02 -4.611355912454686177e+02 0.000000000000000000e+00
-6.320451283441849455e+02 -4.599108991605993424e+02 0.000000000000000000e+00
-6.274433422956251434e+02 -4.598565391503897217e+02 0.000000000000000000e+00
-6.434611127858530608e+02 -4.579941848069688604e+02 0.000000000000000000e+00
-6.329972669515708503e+02 -4.581521175847125278e+02 0.000000000000000000e+00
-6.346144251812380617e+02 -4.577443812315230502e+02 0.000000000000000000e+00
-6.243494514622990437e+02 -4.610721671267716602e+02 0.000000000000000000e+00
-6.292025439987892241e+02 -4.605505787834722469e+02 0.000000000000000000e+00
-6.292693860522145997e+02 -4.552849936080216366e+02 0.000000000000000000e+00
-6.256827997891274435e+02 -4.554945714564468062e+02 0.000000000000000000e+00
-6.315460760765324721e+02 -4.555499242769998887e+02 0.000000000000000000e+00
-6.387578664688461458e+02 -4.577063179302193703e+02 0.000000000000000000e+00
-6.439627713488853260e+02 -4.607273120943067397e+02 0.000000000000000000e+00
-6.543479570239871919e+02 -4.593402366079247940e+02 0.000000000000000000e+00
-6.638753478187968540e+02 -4.595838634217501522e+02 0.000000000000000000e+00
-6.568173435471768471e+02 -4.617257491556411537e+02 0.000000000000000000e+00
-6.487007957566471532e+02 -4.588615600455003687e+02 0.000000000000000000e+00
-6.555448100333250068e+02 -4.604171501514350666e+02 0.000000000000000000e+00
-6.621685484211300263e+02 -4.600334244516486137e+02 0.000000000000000000e+00
-6.719720346311561343e+02 -4.607363735156009170e+02 0.000000000000000000e+00
-6.679141664857178284e+02 -4.621084023756644683e+02 0.000000000000000000e+00
-6.604800813575629945e+02 -4.623146195655207293e+02 0.000000000000000000e+00
-6.690269659866906977e+02 -4.644591670755592645e+02 0.000000000000000000e+00
-6.721415776912116371e+02 -4.638066402715987806e+02 0.000000000000000000e+00
-6.591353872354912937e+02 -4.634089772068268758e+02 0.000000000000000000e+00
-6.605716536382034292e+02 -4.646116806731834004e+02 0.000000000000000000e+00
-6.542797079542758638e+02 -4.640673545841648320e+02 0.000000000000000000e+00
-6.399958284722988537e+02 -4.610208103597938134e+02 0.000000000000000000e+00
-6.384288651861204471e+02 -4.582018216373637074e+02 0.000000000000000000e+00
-6.360124898766690649e+02 -4.570534494849539442e+02 0.000000000000000000e+00
-6.371330605238555336e+02 -4.561822541757513818e+02 0.000000000000000000e+00
-6.409517876314998830e+02 -4.559536118032634704e+02 0.000000000000000000e+00
-6.445718033249588643e+02 -4.556269188865760498e+02 0.000000000000000000e+00
-6.375955207830184008e+02 -4.555846021172460496e+02 0.000000000000000000e+00
-6.331007605663082813e+02 -4.595250931703303650e+02 0.000000000000000000e+00
-6.357395520435767367e+02 -4.577828838118371664e+02 0.000000000000000000e+00
-6.402358388122057704e+02 -4.564501623834203201e+02 0.000000000000000000e+00
-6.390916406815314303e+02 -4.550865483202478572e+02 0.000000000000000000e+00
-6.419327416352562068e+02 -4.569665720683732388e+02 0.000000000000000000e+00
-6.425722892303314211e+02 -4.549825687257215918e+02 0.000000000000000000e+00
-6.345304762723109206e+02 -4.567810470397521385e+02 0.000000000000000000e+00
-6.273118366921488587e+02 -4.563968626584855883e+02 0.000000000000000000e+00
-6.249785242042494247e+02 -4.576154673398752948e+02 0.000000000000000000e+00
-6.216740941363907496e+02 -4.626932339230208981e+02 0.000000000000000000e+00
-6.292196539101066719e+02 -4.648109270699259241e+02 0.000000000000000000e+00
-6.270055408752670019e+02 -4.641486501350826757e+02 0.000000000000000000e+00
-6.216655835089737820e+02 -4.676390654309706179e+02 0.000000000000000000e+00
-6.141537420179439550e+02 -4.638311907283399478e+02 0.000000000000000000e+00
-6.189124980392095949e+02 -4.618671653258369361e+02 0.000000000000000000e+00
-6.103456973997241448e+02 -4.587722982446889546e+02 0.000000000000000000e+00
-6.203476442940360585e+02 -4.590149044486269077e+02 0.000000000000000000e+00
-6.110861330880965170e+02 -4.589326729396986480e+02 0.000000000000000000e+00
-6.160203255112003262e+02 -4.591906831154425390e+02 0.000000000000000000e+00
-6.068085780011479073e+02 -4.589693678645804766e+02 0.000000000000000000e+00
-6.101268413191689888e+02 -4.583291424446847486e+02 0.000000000000000000e+00
-6.015000383258563943e+02 -4.574722070475771147e+02 0.000000000000000000e+00
-5.907368739432297389e+02 -4.568954696001925413e+02 0.000000000000000000e+00
-5.894164488156882271e+02 -4.619162193562636958e+02 0.000000000000000000e+00
-6.016313020563712826e+02 -4.611296187824896151e+02 0.000000000000000000e+00
-6.111229639441208974e+02 -4.606240490419353364e+02 0.000000000000000000e+00
-6.119959165034076705e+02 -4.594140471008876716e+02 0.000000000000000000e+00
-6.123654589103527996e+02 -4.606150733116685956e+02 0.000000000000000000e+00
-6.090225857870029813e+02 -4.641376502800441131e+02 0.000000000000000000e+00
-6.025794643355051221e+02 -4.648819201272958708e+02 0.000000000000000000e+00
-6.114139606551589168e+02 -4.620870152679913190e+02 0.000000000000000000e+00
-6.155284477768085480e+02 -4.626778103381869869e+02 0.000000000000000000e+00
-6.098239242325500982e+02 -4.642341073809059253e+02 0.000000000000000000e+00
-6.047303935610990493e+02 -4.624370340162492994e+02 0.000000000000000000e+00
-5.989241061996519875e+02 -4.620641348393588146e+02 0.000000000000000000e+00
-5.979596624734051602e+02 -4.602410246643440814e+02 0.000000000000000000e+00
-6.036737609340524386e+02 -4.584331706808595186e+02 0.000000000000000000e+00
-6.109138634974862043e+02 -4.584856520337792745e+02 0.000000000000000000e+00
-6.145456905744295000e+02 -4.601868616117540114e+02 0.000000000000000000e+00
-6.096610062944650963e+02 -4.613621089535372448e+02 0.000000000000000000e+00
-6.169931971869326617e+02 -4.620491540166159439e+02 0.000000000000000000e+00
-6.327423128314636642e+02 -4.614169041666100384e+02 0.000000000000000000e+00
-6.274888728591531617e+02 -4.607721827316277086e+02 0.000000000000000000e+00
-6.369390236701957519e+02 -4.623802453596867963e+02 0.000000000000000000e+00
-6.346113489031625932e+02 -4.611556230852247040e+02 0.000000000000000000e+00
-6.434560530666714158e+02 -4.620966008233572211e+02 0.000000000000000000e+00
-6.448073837512803266e+02 -4.630731486556301206e+02 0.000000000000000000e+00
-6.508963186465524586e+02 -4.651862037980262699e+02 0.000000000000000000e+00
-6.422026838898805181e+02 -4.694357609312866089e+02 0.000000000000000000e+00
-6.287383322594423589e+02 -4.654949200756744858e+02 0.000000000000000000e+00
-6.383665075408720213e+02 -4.620013988302529242e+02 0.000000000000000000e+00
-6.296836098282050216e+02 -4.610917331325819077e+02 0.000000000000000000e+00
-6.254032774259662801e+02 -4.610244166519140663e+02 0.000000000000000000e+00
-6.165042596786651075e+02 -4.626214165189084042e+02 0.000000000000000000e+00
-6.336644720557762867e+02 -4.593377757162988360e+02 0.000000000000000000e+00
-6.239275754894363217e+02 -4.597890580961503701e+02 0.000000000000000000e+00
-6.161055913666710921e+02 -4.609788337163064398e+02 0.000000000000000000e+00
-6.158643141460828474e+02 -4.614281162318711722e+02 0.000000000000000000e+00
-6.130594890115254429e+02 -4.642128047846824757e+02 0.000000000000000000e+00
-6.152097352089233482e+02 -4.649553605564124155e+02 0.000000000000000000e+00
-6.206858086997777946e+02 -4.630183745370153474e+02 0.000000000000000000e+00
-6.232609905726509396e+02 -4.626912074685391190e+02 0.000000000000000000e+00
-6.312563313090345218e+02 -4.599435450902637399e+02 0.000000000000000000e+00
-6.320079844720235087e+02 -4.582288256426272710e+02 0.000000000000000000e+00
-6.248860958420015095e+02 -4.584913584312405419e+02 0.000000000000000000e+00
-6.137866595347940120e+02 -4.588441906393821910e+02 0.000000000000000000e+00
-6.198569030100122745e+02 -4.587911463861743186e+02 0.000000000000000000e+00
-6.213799389283386745e+02 -4.600300043157060372e+02 0.000000000000000000e+00
-6.281722320943873683e+02 -4.622620995088540781e+02 0.000000000000000000e+00
-6.449092331962976914e+02 -4.599164505591039074e+02 0.000000000000000000e+00
-6.379630302797478407e+02 -4.644532130124672449e+02 0.000000000000000000e+00
-6.413918237269666633e+02 -4.642846698214408434e+02 0.000000000000000000e+00
-6.387308088811111020e+02 -4.610096536631988329e+02 0.000000000000000000e+00
-6.517485727178274146e+02 -4.617735746795107161e+02 0.000000000000000000e+00
-6.544748385899392815e+02 -4.609280527173263522e+02 0.000000000000000000e+00
-6.546098647943856577e+02 -4.614896822005748049e+02 0.000000000000000000e+00
-6.667829230543223957e+02 -4.609491945543017550e+02 0.000000000000000000e+00
-6.657122301102332358e+02 -4.640912014947480202e+02 0.000000000000000000e+00
-6.519729822229844558e+02 -4.643095906035296139e+02 0.000000000000000000e+00
-6.545247369188384710e+02 -4.613796967607795523e+02 0.000000000000000000e+00
-6.425744716150300064e+02 -4.606913117557371606e+02 0.000000000000000000e+00
-6.484825450775196032e+02 -4.590404645841274487e+02 0.000000000000000000e+00
-6.479298966302604867e+02 -4.601677901220396052e+02 0.000000000000000000e+00
-6.435959852487671924e+02 -4.620978830844975391e+02 0.000000000000000000e+00
-6.454943808126739668e+02 -4.631835992304224874e+02 0.000000000000000000e+00
-6.475563515013038796e+02 -4.623670884055894703e+02 0.000000000000000000e+00
-6.483058909051509318e+02 -4.631446327346140492e+02 0.000000000000000000e+00
-6.433917695390292693e+02 -4.663241539436999119e+02 0.000000000000000000e+00
-6.426297583979073806e+02 -4.668879967962798219e+02 0.000000000000000000e+00
-6.525736842242819193e+02 -4.713290708762631311e+02 0.000000000000000000e+00
-6.460209940221741363e+02 -4.670143409494594380e+02 0.000000000000000000e+00
-6.436257146927620170e+02 -4.638166795276853804e+02 0.000000000000000000e+00
-6.531256904068740141e+02 -4.634028411532384553e+02 0.000000000000000000e+00
-6.541305385430086972e+02 -4.608772584383268054e+02 0.000000000000000000e+00
-6.549041942494072828e+02 -4.650223521882726345e+02 0.000000000000000000e+00
-6.582550234405530318e+02 -4.637230728674002194e+02 0.000000000000000000e+00
-6.492346502763575700e+02 -4.659827896425202880e+02 0.000000000000000000e+00
-6.543682029087979117e+02 -4.653966939283496913e+02 0.000000000000000000e+00
-6.565702277858417801e+02 -4.631329006890835558e+02 0.000000000000000000e+00
-6.533158236104877687e+02 -4.641586669138005163e+02 0.000000000000000000e+00
-6.500288825467661127e+02 -4.627952334545661870e+02 0.000000000000000000e+00
-6.513273437662422793e+02 -4.629843154994739507e+02 0.000000000000000000e+00
-6.539098155016225746e+02 -4.637710092522765422e+02 0.000000000000000000e+00
-6.506437561763654003e+02 -4.634659928221569771e+02 0.000000000000000000e+00
-6.512243443278023278e+02 -4.621058302186062292e+02 0.000000000000000000e+00
-6.484408493596313292e+02 -4.610260917699687297e+02 0.000000000000000000e+00
-6.475749536278724463e+02 -4.596731531100365373e+02 0.000000000000000000e+00
-6.407178857301653352e+02 -4.590160509723485802e+02 0.000000000000000000e+00
-6.356938722071614620e+02 -4.607759891432984318e+02 0.000000000000000000e+00
-6.284635695624972413e+02 -4.616950059291305593e+02 0.000000000000000000e+00
-6.372060870243969930e+02 -4.603925195023249444e+02 0.000000000000000000e+00
-6.340624931788352114e+02 -4.592603814542046621e+02 0.000000000000000000e+00
-6.324958744020361792e+02 -4.590422042307652646e+02 0.000000000000000000e+00
-6.304325049867283042e+02 -4.598130252957278685e+02 0.000000000000000000e+00
-6.273857760111250172e+02 -4.593956209198458964e+02 0.000000000000000000e+00
-6.275464497435115163e+02 -4.585669074886938574e+02 0.000000000000000000e+00
-6.267260441739767884e+02 -4.578157077048575729e+02 0.000000000000000000e+00
-6.387042193760438522e+02 -4.603461252344525292e+02 0.000000000000000000e+00
-6.466165047466196256e+02 -4.617616820151075103e+02 0.000000000000000000e+00
-6.402179505005432247e+02 -4.614783503802675000e+02 0.000000000000000000e+00
-6.423685688612740705e+02 -4.596746713170994667e+02 0.000000000000000000e+00
-6.403023355036077646e+02 -4.605839107413527245e+02 0.000000000000000000e+00
-6.392944032108541705e+02 -4.592626205194115983e+02 0.000000000000000000e+00
-6.312019645850693905e+02 -4.604886581390925357e+02 0.000000000000000000e+00
-6.321671723770404014e+02 -4.624694098921399927e+02 0.000000000000000000e+00
-6.250620141211616101e+02 -4.628297114228618057e+02 0.000000000000000000e+00
-6.320001733351385838e+02 -4.634472459317908033e+02 0.000000000000000000e+00
-6.316684751325119578e+02 -4.610425316916819156e+02 0.000000000000000000e+00
-6.299722848175746321e+02 -4.667056334728233082e+02 0.000000000000000000e+00
-6.398537712211657436e+02 -4.661431878181464299e+02 0.000000000000000000e+00
-6.444473445039610624e+02 -4.643466782748262176e+02 0.000000000000000000e+00
-6.439749532459704824e+02 -4.648762123870994287e+02 0.000000000000000000e+00
-6.525990202226879546e+02 -4.648208455992394192e+02 0.000000000000000000e+00
-6.495672659804254181e+02 -4.674453478178667183e+02 0.000000000000000000e+00
-6.546091721360231759e+02 -4.654764135960821250e+02 0.000000000000000000e+00
-6.535259813420099135e+02 -4.664540359706197705e+02 0.000000000000000000e+00
-6.490916800099633974e+02 -4.669074501269786310e+02 0.000000000000000000e+00
-6.523374949594424379e+02 -4.715649300060740075e+02 0.000000000000000000e+00
-6.585416623802292406e+02 -4.709314239717567148e+02 0.000000000000000000e+00
-6.536521727923537810e+02 -4.672449873847284607e+02 0.000000000000000000e+00
-6.518152876781883833e+02 -4.649091159844151662e+02 0.000000000000000000e+00
-6.404231843981244765e+02 -4.624617885344667343e+02 0.000000000000000000e+00
-6.385706334303251879e+02 -4.645338721081121776e+02 0.000000000000000000e+00
-6.405022191031865759e+02 -4.611681063695471607e+02 0.000000000000000000e+00
-6.460722607007688794e+02 -4.635915627724104979e+02 0.000000000000000000e+00
-6.532882178811020140e+02 -4.616712085388211335e+02 0.000000000000000000e+00
-6.516740326222484327e+02 -4.590926967334643223e+02 0.000000000000000000e+00
-6.557072194886637817e+02 -4.603377863214500962e+02 0.000000000000000000e+00
-6.532732192904011299e+02 -4.622707859773329346e+02 0.000000000000000000e+00
-6.537883109476946402e+02 -4.629734035689112943e+02 0.000000000000000000e+00
-6.495742740870482521e+02 -4.624793702226886580e+02 0.000000000000000000e+00
-6.548564579652896782e+02 -4.625450358759857750e+02 0.000000000000000000e+00
-6.596837867747294695e+02 -4.618710807337142228e+02 0.000000000000000000e+00
-6.504660503269667515e+02 -4.611999711500997137e+02 0.000000000000000000e+00
-6.524337524008499258e+02 -4.649324398670944447e+02 0.000000000000000000e+00
-6.576874217058406202e+02 -4.647537915484121527e+02 0.000000000000000000e+00
-6.629554769187454895e+02 -4.638634297408754037e+02 0.000000000000000000e+00
-6.771221389978790057e+02 -4.626018448047072980e+02 0.000000000000000000e+00
-6.789161686025057634e+02 -4.610981759772138275e+02 0.000000000000000000e+00
-6.845104262673401081e+02 -4.674554892725300306e+02 0.000000000000000000e+00
-6.836053479830228525e+02 -4.681969577794885708e+02 0.000000000000000000e+00
-6.681218697197227812e+02 -4.653049885669056493e+02 0.000000000000000000e+00
-6.682489381088826121e+02 -4.599597902724918868e+02 0.000000000000000000e+00
-6.629178416097979607e+02 -4.630839200086289793e+02 0.000000000000000000e+00
-6.623133002375715250e+02 -4.629591065108586463e+02 0.000000000000000000e+00
-6.686673767140495102e+02 -4.600481513163878162e+02 0.000000000000000000e+00
-6.636118966006108622e+02 -4.603018978677109203e+02 0.000000000000000000e+00
-6.662969010492711277e+02 -4.615292540583065488e+02 0.000000000000000000e+00
-6.744187171690477953e+02 -4.595570646715206067e+02 0.000000000000000000e+00
-6.742596381518094404e+02 -4.616113099981319010e+02 0.000000000000000000e+00
-6.703704057975296564e+02 -4.594224676678362584e+02 0.000000000000000000e+00
-6.787122429722586503e+02 -4.662183060991704906e+02 0.000000000000000000e+00
-6.744043893696967871e+02 -4.633689507971530475e+02 0.000000000000000000e+00
-6.778635483495081644e+02 -4.658466289579950512e+02 0.000000000000000000e+00
-6.822894654314004583e+02 -4.631980747408153434e+02 0.000000000000000000e+00
-6.754054493931848810e+02 -4.679647318276161627e+02 0.000000000000000000e+00
-6.725551005697253686e+02 -4.694669330986126852e+02 0.000000000000000000e+00
-6.849071339853338714e+02 -4.688239208593749936e+02 0.000000000000000000e+00
-6.761653294562777319e+02 -4.646932448607481092e+02 0.000000000000000000e+00
-6.729223726779773642e+02 -4.634976984456448008e+02 0.000000000000000000e+00
-6.784865969111335744e+02 -4.602666815722491265e+02 0.000000000000000000e+00
-6.684823356496998485e+02 -4.649064178286972151e+02 0.000000000000000000e+00
-6.646442552646738022e+02 -4.653468840714792805e+02 0.000000000000000000e+00
-6.692659490374559255e+02 -4.642732847570434274e+02 0.000000000000000000e+00
-6.713658418579532281e+02 -4.646274494789258824e+02 0.000000000000000000e+00
-6.747128198126220013e+02 -4.637679247046233399e+02 0.000000000000000000e+00
-6.703563751804124422e+02 -4.629245185718567654e+02 0.000000000000000000e+00
-6.661947303536043137e+02 -4.667865920739044441e+02 0.000000000000000000e+00
-6.763461420454466406e+02 -4.644517458928616520e+02 0.000000000000000000e+00
-6.795007450865253986e+02 -4.642841668646747166e+02 0.000000000000000000e+00
-6.816053512432227990e+02 -4.638796025976160422e+02 0.000000000000000000e+00
-6.864538095396060271e+02 -4.646971418114987955e+02 0.000000000000000000e+00
-6.852551382423285986e+02 -4.658010857857795486e+02 0.000000000000000000e+00
-6.761635980803986286e+02 -4.643536000247653419e+02 0.000000000000000000e+00
-6.825075192852522150e+02 -4.640558723118775220e+02 0.000000000000000000e+00
-6.785986211655505258e+02 -4.655411072208887617e+02 0.000000000000000000e+00
-6.914866346258316980e+02 -4.643588418970473413e+02 0.000000000000000000e+00
-6.878571985047092312e+02 -4.622440226634265628e+02 0.000000000000000000e+00
-6.879725004216120396e+02 -4.636885784164966822e+02 0.000000000000000000e+00
-6.883099914207953134e+02 -4.640953217026795983e+02 0.000000000000000000e+00
-6.940357155721840172e+02 -4.620211042456400037e+02 0.000000000000000000e+00
-6.884214810817057923e+02 -4.646261189206065296e+02 0.000000000000000000e+00
-6.925830082378876114e+02 -4.627035983128036492e+02 0.000000000000000000e+00
-6.945192971308682672e+02 -4.616153844592369069e+02 0.000000000000000000e+00
-7.016775669295483340e+02 -4.624093965799510784e+02 0.000000000000000000e+00
-6.878522601527453162e+02 -4.648596194258100240e+02 0.000000000000000000e+00
-6.884621965486029467e+02 -4.650090645776056135e+02 0.000000000000000000e+00
-6.869014588778001098e+02 -4.615480496309656928e+02 0.000000000000000000e+00
-6.657105878906230600e+02 -4.645832390941845915e+02 0.000000000000000000e+00
-6.680405987914640491e+02 -4.607975603056779050e+02 0.000000000000000000e+00
-6.629289830184584389e+02 -4.607745131040705928e+02 0.000000000000000000e+00
-6.631532683929907535e+02 -4.601967196766075290e+02 0.000000000000000000e+00
-6.638460825735178332e+02 -4.613368904813245308e+02 0.000000000000000000e+00
-6.671222091381425798e+02 -4.626459075278442015e+02 0.000000000000000000e+00
-6.605604161526593998e+02 -4.603797173047171327e+02 0.000000000000000000e+00
-6.594767675406582157e+02 -4.610705999440148162e+02 0.000000000000000000e+00
-6.487675769800343915e+02 -4.609387447416080477e+02 0.000000000000000000e+00
-6.540921533242078567e+02 -4.626431350498092456e+02 0.000000000000000000e+00
-6.526986912730174026e+02 -4.606774630422452219e+02 0.000000000000000000e+00
-6.484416206773744307e+02 -4.618942904563346588e+02 0.000000000000000000e+00
-6.492839182420684665e+02 -4.609255727597688974e+02 0.000000000000000000e+00
-6.600737246872974993e+02 -4.592524332085950505e+02 0.000000000000000000e+00
-6.627574542685478036e+02 -4.615238595356553333e+02 0.000000000000000000e+00
-6.757160161460682275e+02 -4.606597266589830042e+02 0.000000000000000000e+00
-6.677176735563353986e+02 -4.589987420888585348e+02 0.000000000000000000e+00
-6.710621775995050484e+02 -4.585532995749273937e+02 0.000000000000000000e+00
-6.608479643018737306e+02 -4.579770093158510917e+02 0.000000000000000000e+00
-6.589033548032560930e+02 -4.589588597904674430e+02 0.000000000000000000e+00
-6.564281768883927271e+02 -4.631587280688339092e+02 0.000000000000000000e+00
-6.661811906293036145e+02 -4.623719922353199649e+02 0.000000000000000000e+00
-6.586680075684841995e+02 -4.597828046580858086e+02 0.000000000000000000e+00
-6.556443474825598514e+02 -4.586271137789154864e+02 0.000000000000000000e+00
-6.603658994856633626e+02 -4.578059074988962038e+02 0.000000000000000000e+00
-6.536266666287187945e+02 -4.578802203483087396e+02 0.000000000000000000e+00
-6.507261554560634522e+02 -4.587041429476978465e+02 0.000000000000000000e+00
-6.381978998077809138e+02 -4.605660929169094970e+02 0.000000000000000000e+00
-6.423560737202358268e+02 -4.601260277805215537e+02 0.000000000000000000e+00
